M1:id (L=1.00e-07) X,M1:id (L=1.00e-07) Y,M1:id (L=2.00e-07) X,M1:id (L=2.00e-07) Y,M1:id (L=3.00e-07) X,M1:id (L=3.00e-07) Y,M1:id (L=4.00e-07) X,M1:id (L=4.00e-07) Y,M1:id (L=5.00e-07) X,M1:id (L=5.00e-07) Y,M1:id (L=6.00e-07) X,M1:id (L=6.00e-07) Y,M1:id (L=7.00e-07) X,M1:id (L=7.00e-07) Y,M1:id (L=8.00e-07) X,M1:id (L=8.00e-07) Y,M1:id (L=9.00e-07) X,M1:id (L=9.00e-07) Y,M1:id (L=1.00e-06) X,M1:id (L=1.00e-06) Y
0.5340000000000001,1.006380208341311e-05,0.5340000000000001,6.224691925913583e-06,0.5340000000000001,4.728068976720776e-06,0.5340000000000001,3.847705391783136e-06,0.5340000000000001,3.267707254817331e-06,0.5340000000000001,2.852136715726976e-06,0.5340000000000001,2.537295973348489e-06,0.5340000000000001,2.289172331705592e-06,0.5340000000000001,2.087820761806948e-06,0.5340000000000001,1.920696706396862e-06
0.5350000000000001,1.021091497561374e-05,0.5350000000000001,6.313334194277809e-06,0.5350000000000001,4.794139763724919e-06,0.5350000000000001,3.900670863638405e-06,0.5350000000000001,3.312065846537758e-06,0.5350000000000001,2.890380834879406e-06,0.5350000000000001,2.570955543892878e-06,0.5350000000000001,2.319257502669888e-06,0.5350000000000001,2.115035551126791e-06,0.5350000000000001,1.945552573162408e-06
0.5360000000000001,1.035957854271833e-05,0.5360000000000001,6.402914197247171e-06,0.5360000000000001,4.860894380526212e-06,0.5360000000000001,3.954171920226671e-06,0.5360000000000001,3.356863754885003e-06,0.5360000000000001,2.928996899956238e-06,0.5360000000000001,2.604937347621422e-06,0.5360000000000001,2.349626752398064e-06,0.5360000000000001,2.14250423429432e-06,0.5360000000000001,1.970637871601128e-06
0.5370000000000001,1.050980033660566e-05,0.5370000000000001,6.493437108046893e-06,0.5370000000000001,4.928336449615139e-06,0.5370000000000001,4.008211251511181e-06,0.5370000000000001,3.402103084309103e-06,0.5370000000000001,2.967986619251857e-06,0.5370000000000001,2.639242810129604e-06,0.5370000000000001,2.380281296436743e-06,0.5370000000000001,2.170227865736113e-06,0.5370000000000001,1.99595352931788e-06
0.5380000000000001,1.066158784097027e-05,0.5380000000000001,6.584908063717385e-06,0.5380000000000001,4.996469567110044e-06,0.5380000000000001,4.062791527000693e-06,0.5380000000000001,3.447785922543995e-06,0.5380000000000001,3.007351686913831e-06,0.5380000000000001,2.67387334474502e-06,0.5380000000000001,2.411222339502125e-06,0.5380000000000001,2.198207490185711e-06,0.5380000000000001,2.021500465147754e-06
0.5390000000000001,1.081494846999185e-05,0.5390000000000001,6.67733216416185e-06,0.5390000000000001,5.065297302177919e-06,0.5390000000000001,4.117915395375871e-06,0.5390000000000001,3.49391434034785e-06,0.5390000000000001,3.047093782752068e-06,0.5390000000000001,2.708830352381654e-06,0.5390000000000001,2.442451075365353e-06,0.5390000000000001,2.226444142591149e-06,0.5390000000000001,2.047279589080071e-06
0.5400000000000001,1.096988956700685e-05,0.5400000000000001,6.770714471202325e-06,0.5400000000000001,5.13482319646273e-06,0.5400000000000001,4.173585484122972e-06,0.5400000000000001,3.540490391248756e-06,0.5400000000000001,3.087214572052799e-06,0.5400000000000001,2.744115221398009e-06,0.5400000000000001,2.473968686741032e-06,0.5400000000000001,2.254938848025304e-06,0.5400000000000001,2.073291802184707e-06
0.5410000000000001,1.112641840318541e-05,0.5410000000000001,6.865060007643865e-06,0.5410000000000001,5.205050763521647e-06,0.5410000000000001,4.229804399173146e-06,0.5410000000000001,3.587516111295588e-06,0.5410000000000001,3.127715705396889e-06,0.5410000000000001,2.779729327459266e-06,0.5410000000000001,2.505776345179427e-06,0.5410000000000001,2.283692621599354e-06,0.5410000000000001,2.099537996541596e-06
0.5420000000000001,1.128454217621194e-05,0.5420000000000001,6.960373756347442e-06,0.5420000000000001,5.275983488269184e-06,0.5420000000000001,4.286574724548884e-06,0.5420000000000001,3.634993518814837e-06,0.5420000000000001,3.168598818482807e-06,0.5420000000000001,2.815674033403425e-06,0.5420000000000001,2.537875210962004e-06,0.5420000000000001,2.3127064683794e-06,0.5420000000000001,2.126019055172644e-06
0.5430000000000001,1.144426800897174e-05,0.5430000000000001,7.056660659312887e-06,0.5430000000000001,5.34762482643013e-06,0.5430000000000001,4.343899022016951e-06,0.5430000000000001,3.682924614172295e-06,0.5430000000000001,3.209865531954472e-06,0.5430000000000001,2.851950689111388e-06,0.5430000000000001,2.57026643300036e-06,0.5430000000000001,2.341981383306106e-06,0.5430000000000001,2.152735851976426e-06
0.5440000000000002,1.160560294824509e-05,0.5440000000000002,7.153925616770695e-06,0.5440000000000002,5.419978204000451e-06,0.5440000000000002,4.401779830748387e-06,0.5440000000000002,3.731311379541152e-06,0.5440000000000002,3.251517451233551e-06,0.5440000000000002,2.888560631381137e-06,0.5440000000000002,2.602951148739012e-06,0.5440000000000002,2.371518351117289e-06,0.5440000000000002,2.179689251665691e-06
0.5450000000000002,1.176855396340809e-05,0.5450000000000002,7.25217348628561e-06,0.5450000000000002,5.493047016717807e-06,0.5450000000000002,4.4602196669854e-06,0.5450000000000002,3.780155778675404e-06,0.5450000000000002,3.293556166356721e-06,0.5450000000000002,2.925505183805937e-06,0.5450000000000002,2.635930484061209e-06,0.5450000000000002,2.401318346273821e-06,0.5450000000000002,2.206880109707579e-06
0.5460000000000002,1.193312794514146e-05,0.5460000000000002,7.351409081870043e-06,0.5460000000000002,5.566834629540811e-06,0.5460000000000002,4.519221023715799e-06,0.5460000000000002,3.82945975668899e-06,0.5460000000000002,3.335983251817914e-06,0.5460000000000002,2.962785656656714e-06,0.5460000000000002,2.669205553198715e-06,0.5460000000000002,2.431382332888338e-06,0.5460000000000002,2.2343092722665e-06
0.5470000000000002,1.209933170414906e-05,0.5470000000000002,7.451637173109618e-06,0.5470000000000002,5.641344376137816e-06,0.5470000000000002,4.578786370354144e-06,0.5470000000000002,3.879225239841175e-06,0.5470000000000002,3.378800266414865e-06,0.5470000000000002,3.000403346768524e-06,0.5470000000000002,2.70277745864492e-06,0.5470000000000002,2.461711264657404e-06,0.5470000000000002,2.261977576149923e-06
0.5480000000000002,1.2267171969887e-05,0.5480000000000002,7.552862484299818e-06,0.5480000000000002,5.716579558384963e-06,0.5480000000000002,4.63891815243076e-06,0.5480000000000002,3.929454135327544e-06,0.5480000000000002,3.422008753101351e-06,0.5480000000000002,3.038359537430976e-06,0.5480000000000002,2.736647291071396e-06,0.5480000000000002,2.49230608479636e-06,0.5480000000000002,2.289885848756649e-06
0.5490000000000002,1.243665538930205e-05,0.5490000000000002,7.65508969359647e-06,0.5490000000000002,5.792543445874705e-06,0.5490000000000002,4.699618791288155e-06,0.5490000000000002,3.980148331077147e-06,0.5490000000000002,3.465610238843519e-06,0.5490000000000002,3.076655498282974e-06,0.5490000000000002,2.770816129248341e-06,0.5490000000000002,2.523167725977631e-06,0.5490000000000002,2.318034908028005e-06
0.5500000000000002,1.260778852558332e-05,0.5500000000000002,7.758323432177185e-06,0.5500000000000002,5.86923927543372e-06,0.5500000000000002,4.760890683785105e-06,0.5500000000000002,4.031309695555591e-06,0.5500000000000002,3.509606234481793e-06,0.5500000000000002,3.115292485211659e-06,0.5500000000000002,2.805285039968173e-06,0.5500000000000002,2.554297110271804e-06,0.5500000000000002,2.3464255624017e-06
0.5510000000000002,1.278057785692605e-05,0.5510000000000002,7.862568283417565e-06,0.5510000000000002,5.946670250651475e-06,0.5510000000000002,4.822736202008396e-06,0.5510000000000002,4.082940077574373e-06,0.5510000000000002,3.553998234597398e-06,0.5510000000000002,3.154271740255346e-06,0.5510000000000002,2.840055077972834e-06,0.5510000000000002,2.585695149091984e-06,0.5510000000000002,2.37505861076826e-06
0.5520000000000002,1.295502977530822e-05,0.5520000000000002,7.967828782080142e-06,0.5520000000000002,6.024839541419094e-06,0.5520000000000002,4.885157692992159e-06,0.5520000000000002,4.135041306106104e-06,0.5520000000000002,3.598787717384093e-06,0.5520000000000002,3.193594491510625e-06,0.5520000000000002,2.875127285884908e-06,0.5520000000000002,2.617362743141177e-06,0.5520000000000002,2.403934842430371e-06
0.5530000000000002,1.313115058528262e-05,0.5530000000000002,8.074109413518257e-06,0.5530000000000002,6.103750283478548e-06,0.5530000000000002,4.94815747844562e-06,0.5530000000000002,4.187615190106177e-06,0.5530000000000002,3.643976144524708e-06,0.5530000000000002,3.233261953043729e-06,0.5530000000000002,2.910502694141693e-06,0.5530000000000002,2.649300782362712e-06,0.5530000000000002,2.433055037064811e-06
0.5540000000000002,1.330894650278344e-05,0.5540000000000002,8.181414612893511e-06,0.5540000000000002,6.183405577983385e-06,0.5540000000000002,5.011737854488623e-06,0.5540000000000002,4.240663518340505e-06,0.5540000000000002,3.689564961072844e-06,0.5540000000000002,3.273275324806066e-06,0.5540000000000002,2.946182320933466e-06,0.5540000000000002,2.681510145893666e-06,0.5540000000000002,2.462419964686894e-06
0.5550000000000002,1.348842365394873e-05,0.5550000000000002,8.289748764408606e-06,0.5550000000000002,6.263808491069236e-06,0.5550000000000002,5.075901091394699e-06,0.5550000000000002,4.294188059219483e-06,0.5550000000000002,3.735555595339483e-06,0.5550000000000002,3.313635792553794e-06,0.5550000000000002,2.982167172144702e-06,0.5550000000000002,2.71399170202141e-06,0.5550000000000002,2.492030385617837e-06
0.5560000000000002,1.366958807395914e-05,0.5560000000000002,8.399116200555912e-06,0.5560000000000002,6.344962053436987e-06,0.5560000000000002,5.140649433343099e-06,0.5560000000000002,4.348190560638204e-06,0.5560000000000002,3.781949458784653e-06,0.5560000000000002,3.354344527771713e-06,0.5560000000000002,3.018458241298953e-06,0.5560000000000002,2.746746308143053e-06,0.5560000000000002,2.521887050454602e-06
0.5570000000000002,1.385244570589677e-05,0.5570000000000002,8.509521201380555e-06,0.5570000000000002,6.426869259945332e-06,0.5570000000000002,5.205985098178382e-06,0.5570000000000002,4.402672749823024e-06,0.5570000000000002,3.828747945914175e-06,0.5570000000000002,3.395402687600983e-06,0.5570000000000002,3.055056509507697e-06,0.5570000000000002,2.77977481072807e-06,0.5570000000000002,2.551990700042364e-06
0.5580000000000002,1.403700239961821e-05,0.5580000000000002,8.620967993760366e-06,0.5580000000000002,6.509533069216571e-06,0.5580000000000002,5.271910277178433e-06,0.5580000000000002,4.457636333184446e-06,0.5580000000000002,3.875952434181362e-06,0.5580000000000002,3.436811414771404e-06,0.5580000000000002,3.091962945421912e-06,0.5580000000000002,2.81307804528374e-06,0.5580000000000002,2.582342065449549e-06
0.5590000000000002,1.422326391065097e-05,0.5590000000000002,8.733460750702156e-06,0.5590000000000002,6.592956403252313e-06,0.5590000000000002,5.338427134830638e-06,0.5590000000000002,4.513082996176151e-06,0.5590000000000002,3.923564283893826e-06,0.5590000000000002,3.478571837537445e-06,0.5590000000000002,3.129178505187483e-06,0.5590000000000002,2.846656836323609e-06,0.5590000000000002,2.612941867945542e-06
0.5600000000000002,1.441123589910716e-05,0.5600000000000002,8.847003590653613e-06,0.5600000000000002,6.677142147062058e-06,0.5600000000000002,5.405537808616696e-06,0.5600000000000002,4.569014403160302e-06,0.5600000000000002,3.971584838125015e-06,0.5600000000000002,3.520685069618594e-06,0.5600000000000002,3.166704132404198e-06,0.5600000000000002,2.880511997338832e-06,0.5600000000000002,2.643790818980892e-06
0.5610000000000002,1.460092392861892e-05,0.5610000000000002,8.961600576833709e-06,0.5610000000000002,6.762093148302844e-06,0.5610000000000002,5.473244408805311e-06,0.5610000000000002,4.625432197279642e-06,0.5610000000000002,4.020015422631178e-06,0.5610000000000002,3.56315221014366e-06,0.5610000000000002,3.204540758087833e-06,0.5610000000000002,2.914644330772553e-06,0.5610000000000002,2.674889620169993e-06
0.5620000000000002,1.479233346529465e-05,0.5620000000000002,9.077255716578783e-06,0.5620000000000002,6.847812216930598e-06,0.5620000000000002,5.541549018253548e-06,0.5620000000000002,4.682338000335212e-06,0.5620000000000002,4.068857345772947e-06,0.5620000000000002,3.605974343599051e-06,0.5620000000000002,3.242689300635774e-06,0.5620000000000002,2.949054627997074e-06,0.5620000000000002,2.706238963276328e-06
0.5630000000000002,1.498546987669847e-05,0.5630000000000002,9.193972960707197e-06,0.5630000000000002,6.934302124864022e-06,0.5630000000000002,5.610453692216516e-06,0.5630000000000002,4.73973341267085e-06,0.5630000000000002,4.118111898441889e-06,0.5630000000000002,3.649152539781466e-06,0.5630000000000002,3.281150665796134e-06,0.5630000000000002,2.983743669293891e-06,0.5630000000000002,2.737839530200229e-06
0.5640000000000002,1.518033843085166e-05,0.5640000000000002,9.31175620290126e-06,0.5640000000000002,7.021565605660179e-06,0.5640000000000002,5.679960458165306e-06,0.5640000000000002,4.797620013063767e-06,0.5640000000000002,4.167780353992354e-06,0.5640000000000002,3.692687853754006e-06,0.5640000000000002,3.319925746639791e-06,0.5640000000000002,3.018712223836614e-06,0.5640000000000002,2.769691992968899e-06
0.5650000000000002,1.537694429525741e-05,0.5650000000000002,9.430609279107197e-06,0.5650000000000002,7.109605354201529e-06,0.5650000000000002,5.750071315613681e-06,0.5650000000000002,4.855999358621613e-06,0.5650000000000002,4.217863968177713e-06,0.5650000000000002,3.736581325806834e-06,0.5650000000000002,3.35901542353627e-06,0.5650000000000002,3.053961049676546e-06,0.5650000000000002,2.801797013729179e-06
0.5660000000000002,1.557529253595066e-05,0.5660000000000002,9.55053596695378e-06,0.5660000000000002,7.198424026396465e-06,0.5660000000000002,5.82078823595276e-06,0.5660000000000002,4.914872984685237e-06,0.5660000000000002,4.268363979091871e-06,0.5660000000000002,3.780833981421324e-06,0.5660000000000002,3.398420564132504e-06,0.5660000000000002,3.089490893731355e-06,0.5660000000000002,2.834155244742253e-06
0.5670000000000002,1.577538811657235e-05,0.5670000000000002,9.671539985188174e-06,0.5670000000000002,7.288024238890708e-06,0.5670000000000002,5.892113162294517e-06,0.5670000000000002,4.974242404738605e-06,0.5670000000000002,4.319281607115425e-06,0.5670000000000002,3.825446831238399e-06,0.5670000000000002,3.438142023334904e-06,0.5670000000000002,3.125302491776016e-06,0.5670000000000002,2.866767328381192e-06
0.5680000000000002,1.597723589746891e-05,0.5680000000000002,9.793624993132474e-06,0.5680000000000002,7.37840856879151e-06,0.5680000000000002,5.964048009323202e-06,0.5680000000000002,5.034109110324049e-06,0.5680000000000002,4.370618054866678e-06,0.5680000000000002,3.870420871030643e-06,0.5680000000000002,3.478180643294743e-06,0.5680000000000002,3.161396568436915e-06,0.5680000000000002,2.899633897130463e-06
0.5690000000000002,1.618084063481785e-05,0.5690000000000002,9.916794590156682e-06,0.5690000000000002,7.469579553404547e-06,0.5690000000000002,6.036594663155712e-06,0.5690000000000002,5.094474570964116e-06,0.5690000000000002,4.422374507157603e-06,0.5690000000000002,3.915757081678231e-06,0.5690000000000002,3.518537253396695e-06,0.5690000000000002,3.197773837188325e-06,0.5690000000000002,2.932755573587889e-06
0.5700000000000002,1.638620697978078e-05,0.5700000000000002,1.004105231517306e-05,0.5700000000000002,7.561539689981901e-06,0.5700000000000002,6.109754981209926e-06,0.5700000000000002,5.155340234089605e-06,0.5700000000000002,4.474552130954211e-06,0.5700000000000002,3.961456429148676e-06,0.5700000000000002,3.559212670250315e-06,0.5700000000000002,3.234435000351698e-06,0.5700000000000002,2.966132970468901e-06
0.5710000000000002,1.659333947768193e-05,0.5710000000000002,1.016640164614736e-05,0.5710000000000002,7.654291435483566e-06,0.5710000000000002,6.183530792081346e-06,0.5710000000000002,5.216707524973332e-06,0.5710000000000002,4.527152075341845e-06,0.5710000000000002,4.007519864480409e-06,0.5710000000000002,3.60020769768488e-06,0.5710000000000002,3.271380749097318e-06,0.5710000000000002,2.999766690612874e-06
0.5720000000000002,1.680224256721691e-05,0.5720000000000002,1.029284599963162e-05,0.5720000000000002,7.747837206350824e-06,0.5720000000000002,6.257923895428622e-06,0.5720000000000002,5.278577846670417e-06,0.5720000000000002,4.580175471495233e-06,0.5720000000000002,4.053948323769901e-06,0.5720000000000002,3.641523126747135e-06,0.5720000000000002,3.308611763448872e-06,0.5720000000000002,3.033657326991715e-06
0.5730000000000002,1.701292057968637e-05,0.5730000000000002,1.04203887303139e-05,0.5730000000000002,7.842179378291425e-06,0.5730000000000002,6.33293606186646e-06,0.5730000000000002,5.340952579964339e-06,0.5730000000000002,4.633623432652705e-06,0.5730000000000002,4.100742728162665e-06,0.5730000000000002,3.683159735701956e-06,0.5730000000000002,3.346128712290257e-06,0.5730000000000002,3.067805462720846e-06
0.5740000000000002,1.722537773826206e-05,0.5740000000000002,1.054903313058978e-05,0.5740000000000002,7.937320286078023e-06,0.5740000000000002,6.408569032867557e-06,0.5740000000000002,5.403833083318789e-06,0.5740000000000002,4.687497054095689e-06,0.5740000000000002,4.147903983847687e-06,0.5740000000000002,3.725118290036164e-06,0.5740000000000002,3.383932253374848e-06,0.5740000000000002,3.10221167107184e-06
0.5750000000000002,1.743961815727902e-05,0.5750000000000002,1.067878243015243e-05,0.5750000000000002,8.033262223357859e-06,0.5750000000000002,6.484824520672397e-06,0.5750000000000002,5.467220692836014e-06,0.5750000000000002,4.741797413131789e-06,0.5750000000000002,4.195432982055641e-06,0.5750000000000002,3.767399542465233e-06,0.5750000000000002,3.422023033337664e-06,0.5750000000000002,3.136876515487498e-06
0.5760000000000002,1.765564584155876e-05,0.5760000000000002,1.08096397956018e-05,0.5760000000000002,8.130007442476113e-06,0.5760000000000002,6.561704208206996e-06,0.5760000000000002,5.531116722220266e-06,0.5760000000000002,4.796525569083412e-06,0.5760000000000002,4.243330599060294e-06,0.5760000000000002,3.810004232942706e-06,0.5760000000000002,3.460401687709141e-06,0.5760000000000002,3.171800549598866e-06
0.5770000000000002,1.787346468576279e-05,0.5770000000000002,1.094160833007511e-05,0.5770000000000002,8.227558154309436e-06,0.5770000000000002,6.639209749009349e-06,0.5770000000000002,5.595522462747678e-06,0.5770000000000002,4.851682563279629e-06,0.5770000000000002,4.29159769618398e-06,0.5770000000000002,3.852933088672638e-06,0.5770000000000002,3.499068840932157e-06,0.5770000000000002,3.206984317244265e-06
0.5780000000000002,1.809307847377509e-05,0.5780000000000002,1.107469107289576e-05,0.5780000000000002,8.325916528113821e-06,0.5780000000000002,6.717342767163084e-06,0.5780000000000002,5.660439183241584e-06,0.5780000000000002,4.907269419053525e-06,0.5780000000000002,4.340235119805871e-06,0.5780000000000002,3.896186824124912e-06,0.5780000000000002,3.538025106380638e-06,0.5780000000000002,3.242428352490306e-06
0.5790000000000002,1.831449087811649e-05,0.5790000000000002,1.120889099924292e-05,0.5790000000000002,8.425084691383033e-06,0.5790000000000002,6.796104857239896e-06,0.5790000000000002,5.725868130053571e-06,0.5790000000000002,4.963287141742922e-06,0.5790000000000002,4.389243701373809e-06,0.5790000000000002,3.939766141052808e-06,0.5790000000000002,3.577271086380887e-06,0.5790000000000002,3.278133179654642e-06
0.5800000000000002,1.853770545939047e-05,0.5800000000000002,1.134421101983994e-05,0.5800000000000002,8.525064729720245e-06,0.5800000000000002,6.875497584249174e-06,0.5800000000000002,5.791810527050238e-06,0.5800000000000002,5.01973671869582e-06,0.5800000000000002,4.438624257419873e-06,0.5800000000000002,3.98367172851382e-06,0.5800000000000002,3.616807372235107e-06,0.5800000000000002,3.314099313331112e-06
0.5810000000000002,1.876272566575863e-05,0.5810000000000002,1.148065398066426e-05,0.5810000000000002,8.625858686720602e-06,0.5810000000000002,6.955522483595978e-06,0.5810000000000002,5.858267575605222e-06,0.5810000000000002,5.076619119280001e-06,0.5810000000000002,4.488377589578713e-06,0.5810000000000002,4.027904262892917e-06,0.5810000000000002,3.656634544246743e-06,0.5810000000000002,3.350327258415999e-06
0.5820000000000002,1.898955483244908e-05,0.5820000000000002,1.161822266267531e-05,0.5820000000000002,8.727468563866458e-06,0.5820000000000002,7.03618106104662e-06,0.5820000000000002,5.925240454597301e-06,0.5820000000000002,5.133935294896449e-06,0.5820000000000002,4.538504484609193e-06,0.5820000000000002,4.072464407928233e-06,0.5820000000000002,3.696753171748484e-06,0.5820000000000002,3.386817510136944e-06
0.5830000000000002,1.921819618129698e-05,0.5830000000000002,1.175691978156436e-05,0.5830000000000002,8.829896320434574e-06,0.5830000000000002,7.117474792701609e-06,0.5830000000000002,5.992730320413284e-06,0.5830000000000002,5.191686178997321e-06,0.5830000000000002,4.589005714419398e-06,0.5830000000000002,4.117352814739543e-06,0.5830000000000002,3.737163813132123e-06,0.5830000000000002,3.42357055408272e-06
0.5840000000000002,1.944865282031566e-05,0.5840000000000002,1.189674798752146e-05,0.5840000000000002,8.933143873414764e-06,0.5840000000000002,7.199405124976833e-06,0.5840000000000002,6.060738306956323e-06,0.5840000000000002,5.249872687107159e-06,0.5840000000000002,4.63988203609458e-06,0.5840000000000002,4.162570121859173e-06,0.5840000000000002,3.777867015880296e-06,0.5840000000000002,3.460586866235622e-06
0.5850000000000002,1.968092774330175e-05,0.5850000000000002,1.203770986502512e-05,0.5850000000000002,9.037213097439788e-06,0.5850000000000002,7.281973474591507e-06,0.5850000000000002,6.129265525660169e-06,0.5850000000000002,5.308495716848813e-06,0.5850000000000002,4.691134191928193e-06,0.5850000000000002,4.208116955265088e-06,0.5850000000000002,3.81886331660051e-06,0.5850000000000002,3.497866913004925e-06
0.5860000000000002,1.991502382947104e-05,0.5860000000000002,1.217980793264906e-05,0.5860000000000002,9.142105824728107e-06,0.5860000000000002,7.365181228564178e-06,0.5860000000000002,6.198313065507422e-06,0.5860000000000002,5.3675561479727e-06,0.5860000000000002,4.742762909455922e-06,0.5860000000000002,4.253993928416923e-06,0.5860000000000002,3.86015324106124e-06,0.5860000000000002,3.535411151262208e-06
0.5870000000000002,2.015094384312927e-05,0.5870000000000002,1.232304464289067e-05,0.5870000000000002,9.247823845036863e-06,0.5870000000000002,7.449029744215557e-06,0.5870000000000002,6.267881993054092e-06,0.5870000000000002,5.427054842390079e-06,0.5870000000000002,4.794768901492528e-06,0.5870000000000002,4.300201642293691e-06,0.5870000000000002,3.901737304229321e-06,0.5870000000000002,3.573220028378261e-06
0.5880000000000002,2.038869043337298e-05,0.5880000000000002,1.246742238201716e-05,0.5880000000000002,9.354368905627279e-06,0.5880000000000002,7.533520349178871e-06,0.5880000000000002,6.337973352458377e-06,0.5880000000000002,5.486992644209626e-06,0.5880000000000002,4.847152866171748e-06,0.5880000000000002,4.346740685434342e-06,0.5880000000000002,3.943616010310101e-06,0.5880000000000002,3.611293982261776e-06
0.5890000000000002,2.06282661338247e-05,0.5890000000000002,1.261294346993281e-05,0.5890000000000002,9.461742711239935e-06,0.5890000000000002,7.618654341417394e-06,0.5890000000000002,6.408588165514619e-06,0.5890000000000002,5.547370379778497e-06,0.5890000000000002,4.899915486988878e-06,0.5890000000000002,4.393611633980277e-06,0.5890000000000002,3.985789852788521e-06,0.5890000000000002,3.64963344139898e-06
0.5900000000000002,2.086967336240074e-05,0.5900000000000002,1.275961016006413e-05,0.5900000000000002,9.569946924083239e-06,0.5900000000000002,7.704432989248715e-06,0.5900000000000002,6.479727431692315e-06,0.5900000000000002,5.60818885772591e-06,0.5900000000000002,4.953057432846003e-06,0.5900000000000002,4.440815051720053e-06,0.5900000000000002,4.028259314472831e-06,0.5900000000000002,3.688238824895592e-06
0.5910000000000002,2.111291442111247e-05,0.5910000000000002,1.290742463926538e-05,0.5910000000000002,9.678983163830731e-06,0.5910000000000002,7.790857531376159e-06,0.5910000000000002,6.551392128179613e-06,0.5910000000000002,5.669448869011058e-06,0.5910000000000002,5.00657935810019e-06,0.5910000000000002,4.488351490136189e-06,0.5910000000000002,4.071024867539215e-06,0.5910000000000002,3.727110542519298e-06
0.5920000000000002,2.135799149589857e-05,0.5920000000000002,1.305638902774203e-05,0.5920000000000002,9.788853007631005e-06,0.5920000000000002,7.877929176926872e-06,0.5920000000000002,6.623583209931331e-06,0.5920000000000002,5.731151186974018e-06,0.5920000000000002,5.060481902614008e-06,0.5920000000000002,4.536221488454155e-06,0.5920000000000002,4.114086973578907e-06,0.5920000000000002,3.766248994744522e-06
0.5930000000000002,2.160490665649192e-05,0.5930000000000002,1.320650537899412e-05,0.5930000000000002,9.899557990127302e-06,0.5930000000000002,7.965649105496916e-06,0.5930000000000002,6.696301609722448e-06,0.5930000000000002,5.793296567390145e-06,0.5930000000000002,5.114765691808731e-06,0.5930000000000002,4.584425573693528e-06,0.5930000000000002,4.157446083646173e-06,0.5930000000000002,3.805654572797785e-06
0.5940000000000002,2.185366185631973e-05,0.5940000000000002,1.335777567977808e-05,0.5940000000000002,1.001109960348838e-05,0.5940000000000002,8.054018467202324e-06,0.5940000000000002,6.769548238204788e-06,0.5940000000000002,5.855885748527672e-06,0.5940000000000002,5.169431336720165e-06,0.5940000000000002,4.632964260720491e-06,0.5940000000000002,4.201102638308511e-06,0.5940000000000002,3.845327658704922e-06
0.5950000000000002,2.210425893243427e-05,0.5950000000000002,1.351020185008658e-05,0.5950000000000002,1.012347929744916e-05,0.5950000000000002,8.143038382737625e-06,0.5950000000000002,6.843323983969064e-06,0.5950000000000002,5.918919451208391e-06,0.5950000000000002,5.224479434056528e-06,0.5950000000000002,4.681838052303162e-06,0.5950000000000002,4.245057067698067e-06,0.5950000000000002,3.885268625339452e-06
0.5960000000000002,2.235669960547839e-05,0.5960000000000002,1.366378574314761e-05,0.5960000000000002,1.023669847936288e-05,0.5960000000000002,8.232709943439682e-06,0.5960000000000002,6.917629713611235e-06,0.5960000000000002,5.982398378872008e-06,0.5960000000000002,5.27991056625924e-06,0.5960000000000002,4.731047439167867e-06,0.5960000000000002,4.28930979156467e-06,0.5960000000000002,3.925477836471862e-06
0.5970000000000002,2.261098547968187e-05,0.5970000000000002,1.381852914544113e-05,0.5970000000000002,1.03507585142618e-05,0.5970000000000002,8.323034211358498e-06,0.5970000000000002,6.992466271802329e-06,0.5970000000000002,6.046323217642833e-06,0.5970000000000002,5.33572530156538e-06,0.5970000000000002,4.78059290005797e-06,0.5970000000000002,4.333861219330175e-06,0.5970000000000002,3.96595564682053e-06
0.5980000000000002,2.286711804289291e-05,0.5980000000000002,1.397443377673434e-05,0.5980000000000002,1.046566072492942e-05,0.5980000000000002,8.414012219333736e-06,0.5980000000000002,7.067834481363173e-06,0.5980000000000002,6.110694636399714e-06,0.5980000000000002,5.39192419407309e-06,0.5980000000000002,4.83047490179397e-06,0.5980000000000002,4.378711750144526e-06,0.5980000000000002,4.006702402103629e-06
0.5990000000000002,2.312509866663858e-05,0.5990000000000002,1.41315012901342e-05,0.5990000000000002,1.058140639198192e-05,0.5990000000000002,8.505644971077669e-06,0.5990000000000002,7.143735143342886e-06,0.5990000000000002,6.175513286849198e-06,0.5990000000000002,5.448507783808509e-06,0.5990000000000002,4.880693899335512e-06,0.5990000000000002,4.423861772942762e-06,0.5990000000000002,4.047718439092042e-06
0.6000000000000002,2.338492860621851e-05,0.6000000000000002,1.428973327215816e-05,0.6000000000000002,1.069799675395834e-05,0.6000000000000002,8.59793344126357e-06,0.6000000000000002,7.220169037101297e-06,0.6000000000000002,6.240779803601013e-06,0.6000000000000002,5.505476596795139e-06,0.6000000000000002,4.931250335844946e-06,0.6000000000000002,4.469311666503649e-06,0.6000000000000002,4.089004085663522e-06
0.6010000000000002,2.364660900083318e-05,0.6010000000000002,1.4449131242822e-05,0.6010000000000002,1.081543300742295e-05,0.6010000000000002,8.690878575620192e-06,0.6010000000000002,7.297136920394864e-06,0.6010000000000002,6.306494804246484e-06,0.6010000000000002,5.562831145125408e-06,0.6010000000000002,4.982144642752558e-06,0.6010000000000002,4.515061799509572e-06,0.6010000000000002,4.130559660857814e-06
