M0:gm (L=1.00e-07) X,M0:gm (L=1.00e-07) Y,M0:gm (L=2.00e-07) X,M0:gm (L=2.00e-07) Y,M0:gm (L=3.00e-07) X,M0:gm (L=3.00e-07) Y,M0:gm (L=4.00e-07) X,M0:gm (L=4.00e-07) Y,M0:gm (L=5.00e-07) X,M0:gm (L=5.00e-07) Y,M0:gm (L=6.00e-07) X,M0:gm (L=6.00e-07) Y,M0:gm (L=7.00e-07) X,M0:gm (L=7.00e-07) Y,M0:gm (L=8.00e-07) X,M0:gm (L=8.00e-07) Y,M0:gm (L=9.00e-07) X,M0:gm (L=9.00e-07) Y,M0:gm (L=1.00e-06) X,M0:gm (L=1.00e-06) Y
0.5410000000000001,7.530209896445395e-05,0.5410000000000001,5.466612929850397e-05,0.5410000000000001,4.12098662638926e-05,0.5410000000000001,3.215986135938418e-05,0.5410000000000001,2.625050298458259e-05,0.5410000000000001,2.211952464320751e-05,0.5410000000000001,1.908277594970226e-05,0.5410000000000001,1.676275022514919e-05,0.5410000000000001,1.493577732538302e-05,0.5410000000000001,1.346159284410832e-05
0.5420000000000001,7.610558775984361e-05,0.5420000000000001,5.51481106556126e-05,0.5420000000000001,4.154021261974852e-05,0.5420000000000001,3.240453701690169e-05,0.5420000000000001,2.644350422976184e-05,0.5420000000000001,2.227826950975573e-05,0.5420000000000001,1.921727607682946e-05,0.5420000000000001,1.687925070858868e-05,0.5420000000000001,1.503841879701495e-05,0.5420000000000001,1.355325331052081e-05
0.5430000000000001,7.69115537477439e-05,0.5430000000000001,5.563073215139412e-05,0.5430000000000001,4.187076822793564e-05,0.5430000000000001,3.264928331676397e-05,0.5430000000000001,2.663652593750705e-05,0.5430000000000001,2.243701321264511e-05,0.5430000000000001,1.935176470035049e-05,0.5430000000000001,1.699573447861359e-05,0.5430000000000001,1.514104091575424e-05,0.5430000000000001,1.364489316308483e-05
0.5440000000000002,7.771993863516663e-05,0.5440000000000002,5.61139693036351e-05,0.5440000000000002,4.22015201802055e-05,0.5440000000000002,3.289409275536524e-05,0.5440000000000002,2.682956324771284e-05,0.5440000000000002,2.259575235241734e-05,0.5440000000000002,1.948623930571373e-05,0.5440000000000002,1.711219959537762e-05,0.5440000000000002,1.524364213559132e-05,0.5440000000000002,1.373651113739682e-05
0.5450000000000002,7.853068442694697e-05,0.5450000000000002,5.65977978631637e-05,0.5450000000000002,4.253245573808791e-05,0.5450000000000002,3.313895796017562e-05,0.5450000000000002,2.702261140124047e-05,0.5450000000000002,2.275448360967511e-05,0.5450000000000002,1.962069744373799e-05,0.5450000000000002,1.722864417375741e-05,0.5450000000000002,1.534622095727828e-05,0.5450000000000002,1.382810600969324e-05
0.5460000000000002,7.934373343959733e-05,0.5460000000000002,5.708219381243823e-05,0.5460000000000002,4.286356233043298e-05,0.5460000000000002,3.338387168701961e-05,0.5460000000000002,2.721566573742221e-05,0.5460000000000002,2.291320374287569e-05,0.5460000000000002,1.975513672866521e-05,0.5460000000000002,1.7345066381625e-05,0.5460000000000002,1.544877592678278e-05,0.5460000000000002,1.391967659545524e-05
0.5470000000000002,8.015902831440101e-05,0.5470000000000002,5.756713336409113e-05,0.5470000000000002,4.319482755097154e-05,0.5470000000000002,3.362882681739556e-05,0.5470000000000002,2.740872169161151e-05,0.5470000000000002,2.307190958616605e-05,0.5470000000000002,1.98895548362549e-05,0.5470000000000002,1.746146443815816e-05,0.5470000000000002,1.555130563377762e-05,0.5470000000000002,1.40112217480473e-05
0.5480000000000002,8.097651202974565e-05,0.5480000000000002,5.805259295942197e-05,0.5480000000000002,4.352623915590418e-05,0.5480000000000002,3.387381635583464e-05,0.5480000000000002,2.760177479277677e-05,0.5480000000000002,2.32305980472653e-05,0.5480000000000002,2.002394950192016e-05,0.5480000000000002,1.757783661218959e-05,0.5480000000000002,1.565380871016617e-05,0.5480000000000002,1.410274035738815e-05
0.5490000000000002,8.179612791273527e-05,0.5490000000000002,5.853854926686466e-05,0.5490000000000002,4.385778506151371e-05,0.5490000000000002,3.411883342730303e-05,0.5490000000000002,2.779482066114107e-05,0.5490000000000002,2.338926610538729e-05,0.5490000000000002,2.015831851890443e-05,0.5490000000000002,1.76941812205951e-05,0.5490000000000002,1.57562838286436e-05,0.5490000000000002,1.419423134865631e-05
0.5500000000000002,8.26178196500802e-05,0.5500000000000002,5.902497918041608e-05,0.5500000000000002,4.418945334180989e-05,0.5500000000000002,3.436387127464601e-05,0.5500000000000002,2.798785500586747e-05,0.5500000000000002,2.354791080921023e-05,0.5500000000000002,2.029265973650055e-05,0.5500000000000002,1.781049662671979e-05,0.5500000000000002,1.585872970129439e-05,0.5500000000000002,1.428569368102699e-05
0.5510000000000002,8.344153129829059e-05,0.5510000000000002,5.951185981804687e-05,0.5510000000000002,4.452123222620452e-05,0.5510000000000002,3.460892325607881e-05,0.5510000000000002,2.818087362279118e-05,0.5510000000000002,2.370652927489068e-05,0.5510000000000002,2.042697105831161e-05,0.5510000000000002,1.792678123884313e-05,0.5510000000000002,1.596114507822448e-05,0.5510000000000002,1.437712634644366e-05
0.5520000000000002,8.426720729319178e-05,0.5520000000000002,5.999916852008973e-05,0.5520000000000002,4.485311009721979e-05,0.5520000000000002,3.485398284272121e-05,0.5520000000000002,2.837387239219892e-05,0.5520000000000002,2.386511868412167e-05,0.5520000000000002,2.056125044055266e-05,0.5520000000000002,1.804303350868234e-05,0.5520000000000002,1.606352874622955e-05,0.5520000000000002,1.446852836842111e-05
0.5530000000000002,8.509479245877462e-05,0.5530000000000002,6.048688284761723e-05,0.5530000000000002,4.518507548822947e-05,0.5530000000000002,3.509904361617833e-05,0.5530000000000002,2.856684727665484e-05,0.5530000000000002,2.402367628223606e-05,0.5530000000000002,2.069549589039537e-05,0.5530000000000002,1.815925192993435e-05,0.5530000000000002,1.616587952749844e-05,0.5530000000000002,1.455989880088139e-05
0.5540000000000002,8.592423201541323e-05,0.5540000000000002,6.097498058081181e-05,0.5540000000000002,4.551711708123841e-05,0.5540000000000002,3.53440992661694e-05,0.5540000000000002,2.875979431887445e-05,0.5540000000000002,2.418219937635543e-05,0.5540000000000002,2.082970546435266e-05,0.5540000000000002,1.827543503685557e-05,0.5540000000000002,1.626819627835104e-05,0.5540000000000002,1.465123672702217e-05
0.5550000000000002,8.675547158744916e-05,0.5550000000000002,6.146343971732748e-05,0.5550000000000002,4.584922370469763e-05,0.5550000000000002,3.558914358820161e-05,0.5550000000000002,2.895270963964654e-05,0.5550000000000002,2.434068533358194e-05,0.5550000000000002,2.096387726670548e-05,0.5550000000000002,1.839158140287911e-05,0.5550000000000002,1.637047788801129e-05,0.5550000000000002,1.47425412582165e-05
0.5560000000000002,8.758845721018509e-05,0.5560000000000002,6.195223847065791e-05,0.5560000000000002,4.618138433135618e-05,0.5560000000000002,3.583417048129378e-05,0.5560000000000002,2.914558943580093e-05,0.5560000000000002,2.449913157923669e-05,0.5560000000000002,2.109800944796992e-05,0.5560000000000002,1.850768963926969e-05,0.5560000000000002,1.647272327741414e-05,0.5560000000000002,1.483381153294435e-05
0.5570000000000002,8.842313533628611e-05,0.5570000000000002,6.244135526850443e-05,0.5570000000000002,4.651358807615269e-05,0.5570000000000002,3.607917394574577e-05,0.5570000000000002,2.933842997822579e-05,0.5570000000000002,2.465753559514123e-05,0.5570000000000002,2.123210020340532e-05,0.5570000000000002,1.862375839381565e-05,0.5570000000000002,1.657493139804649e-05,0.5570000000000002,1.492504671575485e-05
0.5580000000000002,8.925945284162849e-05,0.5580000000000002,6.293076875114892e-05,0.5580000000000002,4.684582419414626e-05,0.5580000000000002,3.632414808095727e-05,0.5580000000000002,2.953122760993045e-05,0.5580000000000002,2.481589491794264e-05,0.5580000000000002,2.136614777156211e-05,0.5580000000000002,1.873978634955708e-05,0.5580000000000002,1.667710123082115e-05,0.5580000000000002,1.501624599625974e-05
0.5590000000000002,9.009735703059668e-05,0.5590000000000002,6.342045776984488e-05,0.5590000000000002,4.717808207848547e-05,0.5590000000000002,3.656908708329412e-05,0.5590000000000002,2.972397874415594e-05,0.5590000000000002,2.497420713748348e-05,0.5590000000000002,2.150015043286926e-05,0.5590000000000002,1.885577222355094e-05,0.5590000000000002,1.677923178498458e-05,0.5590000000000002,1.510740858815681e-05
0.5600000000000002,9.093679564087117e-05,0.5600000000000002,6.391040138521222e-05,0.5600000000000002,4.751035125841754e-05,0.5600000000000002,3.68139852440007e-05,0.5600000000000002,2.991667986253297e-05,0.5600000000000002,2.513246989521336e-05,0.5600000000000002,2.163410650826198e-05,0.5600000000000002,1.897171476567057e-05,0.5600000000000002,1.688132209705644e-05,0.5600000000000002,1.519853372828267e-05
0.5610000000000002,9.17777168477007e-05,0.5610000000000002,6.440057886565481e-05,0.5610000000000002,4.784262139733962e-05,0.5610000000000002,3.705883694716308e-05,0.5610000000000002,3.010932751328383e-05,0.5610000000000002,2.529068088264457e-05,0.5610000000000002,2.176801435784678e-05,0.5610000000000002,1.908761275744185e-05,0.5610000000000002,1.698337122980106e-05,0.5610000000000002,1.528962067569535e-05
0.5620000000000002,9.262006926770689e-05,0.5620000000000002,6.489096968579159e-05,0.5620000000000002,4.817488229088783e-05,0.5620000000000002,3.730363666771624e-05,0.5620000000000002,3.030191830947371e-05,0.5620000000000002,2.54488378398487e-05,0.5620000000000002,2.190187237960553e-05,0.5620000000000002,1.920346501091249e-05,0.5620000000000002,1.708537827123129e-05,0.5620000000000002,1.538066871078562e-05
0.5630000000000002,9.346380196221786e-05,0.5630000000000002,6.538155352490889e-05,0.5630000000000002,4.850712386506506e-05,0.5630000000000002,3.754837896950127e-05,0.5630000000000002,3.049444892730366e-05,0.5630000000000002,2.560693855399535e-05,0.5630000000000002,2.20356790081373e-05,0.5630000000000002,1.931927036755656e-05,0.5630000000000002,1.71873423336421e-05,0.5630000000000002,1.54716771344162e-05
0.5640000000000002,9.43088644401693e-05,0.5640000000000002,6.587231026543584e-05,0.5640000000000002,4.88393361744139e-05,0.5640000000000002,3.779305850336737e-05,0.5640000000000002,3.068691610445062e-05,0.5640000000000002,2.576498085793194e-05,0.5640000000000002,2.216943271343666e-05,0.5640000000000002,1.943502769721172e-05,0.5640000000000002,1.728926255267519e-05,0.5640000000000002,1.556264526708886e-05
0.5650000000000002,9.515520666057325e-05,0.5650000000000002,6.636321999143886e-05,0.5650000000000002,4.917150940022404e-05,0.5650000000000002,3.803767000531984e-05,0.5650000000000002,3.087931663845234e-05,0.5650000000000002,2.592296262880356e-05,0.5650000000000002,2.230313199970834e-05,0.5650000000000002,1.955073589704979e-05,0.5650000000000002,1.739113808641377e-05,0.5650000000000002,1.565357244813916e-05
0.5660000000000002,9.600277903459667e-05,0.5660000000000002,6.685426298714144e-05,0.5660000000000002,4.950363384878097e-05,0.5660000000000002,3.828220829471449e-05,0.5660000000000002,3.107164738513279e-05,0.5660000000000002,2.608088178671302e-05,0.5660000000000002,2.243677540421904e-05,0.5660000000000002,1.96663938905793e-05,0.5660000000000002,1.749296811450538e-05,0.5660000000000002,1.574445803495675e-05
0.5670000000000002,9.685153242724851e-05,0.5670000000000002,6.734541973547407e-05,0.5670000000000002,4.983569994965413e-05,0.5670000000000002,3.852666827249804e-05,0.5670000000000002,3.126390525707369e-05,0.5670000000000002,2.62387362934192e-05,0.5670000000000002,2.257036149618209e-05,0.5670000000000002,1.978200062667948e-05,0.5670000000000002,1.759475183731477e-05,0.5670000000000002,1.583530140223286e-05
0.5680000000000002,9.770141815870778e-05,0.5680000000000002,6.783667091664114e-05,0.5680000000000002,5.016769825402239e-05,0.5680000000000002,3.877104491948999e-05,0.5680000000000002,3.14560872221268e-05,0.5680000000000002,2.639652415107428e-05,0.5680000000000002,2.270388887567825e-05,0.5680000000000002,1.989755507866591e-05,0.5680000000000002,1.769648847510345e-05,0.5680000000000002,1.592610194123285e-05
0.5690000000000002,9.855238800530306e-05,0.5690000000000002,6.832799740672377e-05,0.5690000000000002,5.049961943303899e-05,0.5690000000000002,3.901533329471199e-05,0.5690000000000002,3.164819030196794e-05,0.5690000000000002,2.655424340099842e-05,0.5690000000000002,2.283735617261003e-05,0.5690000000000002,2.001305624338559e-05,0.5690000000000002,1.779817726723788e-05,0.5690000000000002,1.601685905909292e-05
0.5700000000000002,9.94043942001659e-05,0.5700000000000002,6.881938027630183e-05,0.5700000000000002,5.083145427623195e-05,0.5700000000000002,3.925952853375674e-05,0.5700000000000002,3.184021157069202e-05,0.5700000000000002,2.671189212249121e-05,0.5700000000000002,2.297076204568821e-05,0.5700000000000002,2.012850314034271e-05,0.5700000000000002,1.789981747142322e-05,0.5700000000000002,1.610757217814309e-05
0.5710000000000002,0.0001002573894335756,0.5710000000000002,6.931080078910828e-05,0.5710000000000002,5.116319368994273e-05,0.5710000000000002,3.950362584720223e-05,0.5710000000000002,3.203214815344682e-05,0.5710000000000002,2.686946843167954e-05,0.5710000000000002,2.31041051814516e-05,0.5710000000000002,2.024389481085205e-05,0.5710000000000002,1.800140836296439e-05,0.5710000000000002,1.619824073525171e-05
0.5720000000000002,0.0001011113268530076,0.5720000000000002,6.98022404007099e-05,0.5720000000000002,5.149482869579963e-05,0.5720000000000002,3.974762051906456e-05,0.5720000000000002,3.22239972251091e-05,0.5720000000000002,2.702697048040044e-05,0.5720000000000002,2.323738429331786e-05,0.5720000000000002,2.035923031722251e-05,0.5720000000000002,1.810294923405199e-05,0.5720000000000002,1.628886418119452e-05
0.5730000000000002,0.0001019661600629179,0.5730000000000002,7.029368075721564e-05,0.5730000000000002,5.182635042922755e-05,0.5730000000000002,3.99915079052951e-05,0.5730000000000002,3.241575600899438e-05,0.5730000000000002,2.718439645511863e-05,0.5730000000000002,2.337059812066523e-05,0.5730000000000002,2.047450874196645e-05,0.5730000000000002,1.820443939307317e-05,0.5730000000000002,1.637944198004643e-05
0.5740000000000002,0.000102821843124251,0.5740000000000002,7.078510369401025e-05,0.5740000000000002,5.215775013799131e-05,0.5740000000000002,4.023528343231321e-05,0.5740000000000002,3.260742177560962e-05,0.5740000000000002,2.734174457587814e-05,0.5740000000000002,2.350374542794506e-05,0.5740000000000002,2.058972918703714e-05,0.5740000000000002,1.830587816394711e-05,0.5740000000000002,1.646997360859429e-05
0.5750000000000002,0.0001036783305537201,0.5750000000000002,7.127649123451856e-05,0.5750000000000002,5.248901918077297e-05,0.5750000000000002,4.047894259558229e-05,0.5750000000000002,3.279899184143782e-05,0.5750000000000002,2.749901309528633e-05,0.5750000000000002,2.363682500382277e-05,0.5750000000000002,2.070489077309245e-05,0.5750000000000002,1.840726488548394e-05,0.5750000000000002,1.656045855577214e-05
0.5760000000000002,0.000104535577322854,0.5760000000000002,7.176782558899443e-05,0.5760000000000002,5.282014902578184e-05,0.5760000000000002,4.072248095822065e-05,0.5760000000000002,3.29904635677616e-05,0.5760000000000002,2.765620029753109e-05,0.5760000000000002,2.376983566034813e-05,0.5760000000000002,2.081999263878374e-05,0.5760000000000002,1.850859891076687e-05,0.5760000000000002,1.665089632211688e-05
0.5770000000000002,0.0001053935388568341,0.5770000000000002,7.225908915333687e-05,0.5770000000000002,5.315113124939701e-05,0.5770000000000002,4.096589414965195e-05,0.5770000000000002,3.318183435952092e-05,0.5770000000000002,2.781330449742789e-05,0.5770000000000002,2.390277623215343e-05,0.5770000000000002,2.093503394007e-05,0.5770000000000002,1.860987960655649e-05,0.5770000000000002,1.674128641924437e-05
0.5780000000000002,0.000106252171033129,0.5780000000000002,7.275026450793058e-05,0.5780000000000002,5.348195753483946e-05,0.5780000000000002,4.120917786429101e-05,0.5780000000000002,3.337310166420495e-05,0.5780000000000002,2.797032403949963e-05,0.5780000000000002,2.403564557567886e-05,0.5780000000000002,2.105001384955633e-05,0.5780000000000002,1.871110635271748e-05,0.5780000000000002,1.683162836934502e-05
0.5790000000000002,0.000107111430179953,0.5790000000000002,7.324133441651413e-05,0.5790000000000002,5.381261967087666e-05,0.5790000000000002,4.145232786026538e-05,0.5790000000000002,3.35642629707766e-05,0.5790000000000002,2.812725729708452e-05,0.5790000000000002,2.416844256842415e-05,0.5790000000000002,2.116493155585576e-05,0.5790000000000002,1.88122785416655e-05,0.5790000000000002,1.692192170469905e-05
0.5800000000000002,0.0001079712730745479,0.5800000000000002,7.373228182506967e-05,0.5800000000000002,5.414310955055368e-05,0.5800000000000002,4.169533995817185e-05,0.5800000000000002,3.375531580863132e-05,0.5800000000000002,2.828410267147361e-05,0.5800000000000002,2.430116610822654e-05,0.5800000000000002,2.127978626297447e-05,0.5800000000000002,1.891339557783604e-05,0.5800000000000002,1.701216596721001e-05
0.5810000000000002,0.0001088316569413158,0.5810000000000002,7.422308986073936e-05,0.5810000000000002,5.447341916995481e-05,0.5810000000000002,4.193821003986545e-05,0.5810000000000002,3.394625774658618e-05,0.5810000000000002,2.844085859107677e-05,0.5810000000000002,2.44338151125632e-05,0.5810000000000002,2.139457718971886e-05,0.5810000000000002,1.901445687717197e-05,0.5810000000000002,1.710236070795667e-05
0.5820000000000002,0.0001096925394497928,0.5820000000000002,7.471374183076259e-05,0.5820000000000002,5.480354062699179e-05,0.5820000000000002,4.218093404728445e-05,0.5820000000000002,3.413708639189938e-05,0.5820000000000002,2.859752351061641e-05,0.5820000000000002,2.45663885178786e-05,0.5820000000000002,2.150930356912494e-05,0.5820000000000002,1.911546186663162e-05,0.5820000000000002,1.719250548676193e-05
0.5830000000000002,0.0001105538787125146,0.5830000000000002,7.52042212214342e-05,0.5830000000000002,5.513346612021906e-05,0.5830000000000002,4.242350798130292e-05,0.5830000000000002,3.432779938932109e-05,0.5830000000000002,2.875409591034669e-05,0.5830000000000002,2.469888527893474e-05,0.5830000000000002,2.162396464790772e-05,0.5830000000000002,1.921640998371488e-05,0.5830000000000002,1.728259987177937e-05
0.5840000000000002,0.0001114156332827351,0.5840000000000002,7.569451169708841e-05,0.5840000000000002,5.546318794767217e-05,0.5840000000000002,4.2665927900618e-05,0.5840000000000002,3.451839442017253e-05,0.5840000000000002,2.891057429530073e-05,0.5840000000000002,2.483130436818571e-05,0.5840000000000002,2.173855968593263e-05,0.5840000000000002,1.931730067600791e-05,0.5840000000000002,1.737264343909622e-05
0.5850000000000002,0.0001122777621520558,0.5850000000000002,7.618459709909585e-05,0.5850000000000002,5.579269850573562e-05,0.5850000000000002,4.29081899206661e-05,0.5850000000000002,3.470886920145357e-05,0.5850000000000002,2.906695719456109e-05,0.5850000000000002,2.496364477517282e-05,0.5850000000000002,2.185308795570462e-05,0.5850000000000002,1.941813340074596e-05,0.5850000000000002,1.746263577235161e-05
0.5860000000000002,0.0001131402247479431,0.5860000000000002,7.667446144488735e-05,0.5860000000000002,5.612199028802977e-05,0.5860000000000002,4.315029021256744e-05,0.5860000000000002,3.489922148497748e-05,0.5860000000000002,2.922324316055526e-05,0.5860000000000002,2.5095905505943e-05,0.5860000000000002,2.196754874187866e-05,0.5860000000000002,1.951890762439248e-05,0.5860000000000002,1.75525764623711e-05
0.5870000000000002,0.0001140029809311656,0.5870000000000002,7.716408892698675e-05,0.5870000000000002,5.645105588432244e-05,0.5870000000000002,4.339222500210046e-05,0.5870000000000002,3.508944905653321e-05,0.5870000000000002,2.937943076837594e-05,0.5870000000000002,2.522808558248693e-05,0.5870000000000002,2.208194134078706e-05,0.5870000000000002,1.961962282223554e-05,0.5870000000000002,1.764246510681589e-05
0.5880000000000002,0.0001148659909931459,0.5880000000000002,7.765346391207066e-05,0.5880000000000002,5.677988797946454e-05,0.5880000000000002,4.363399056870298e-05,0.5880000000000002,3.527954973507213e-05,0.5880000000000002,2.953551861512284e-05,0.5880000000000002,2.536018404219794e-05,0.5880000000000002,2.219626505998551e-05,0.5880000000000002,1.972027847799984e-05,0.5880000000000002,1.773230130984618e-05
0.5890000000000002,0.0001157292156532416,0.5890000000000002,7.814257094003625e-05,0.5890000000000002,5.710847935234223e-05,0.5890000000000002,4.387558324450119e-05,0.5890000000000002,3.546952137192152e-05,0.5890000000000002,2.969150531926774e-05,0.5890000000000002,2.549219993735064e-05,0.5890000000000002,2.231051921781715e-05,0.5890000000000002,1.982087408347482e-05,0.5890000000000002,1.782208468179904e-05
0.5900000000000002,0.0001165926160559742,0.5900000000000002,7.863139472308749e-05,0.5900000000000002,5.74368228748539e-05,0.5900000000000002,4.411699941336158e-05,0.5900000000000002,3.56593618500203e-05,0.5900000000000002,2.984738952004036e-05,0.5900000000000002,2.562413233459866e-05,0.5900000000000002,2.242470314299198e-05,0.5900000000000002,1.992140913815718e-05,0.5900000000000002,1.791181483887942e-05
0.5910000000000002,0.0001174561537681895,0.5910000000000002,7.911992014483369e-05,0.5910000000000002,5.776491151090364e-05,0.5910000000000002,4.435823550997192e-05,0.5910000000000002,3.584906908318071e-05,0.5910000000000002,3.000316987683617e-05,0.5910000000000002,2.575598031449012e-05,0.5910000000000002,2.253881617418367e-05,0.5910000000000002,2.002188314890844e-05,0.5910000000000002,1.800149140286438e-05
0.5920000000000002,0.0001183197907761841,0.5920000000000002,7.960813225940136e-05,0.5920000000000002,5.80927383154149e-05,0.5920000000000002,4.459928801894382e-05,0.5920000000000002,3.603864101537086e-05,0.5920000000000002,3.015884506864351e-05,0.5920000000000002,2.588774297100178e-05,0.5920000000000002,2.265285765964215e-05,0.5920000000000002,2.012229562962598e-05,0.5920000000000002,1.809111400081983e-05
0.5930000000000002,0.0001191834894827876,0.5930000000000002,8.009601629056003e-05,0.5930000000000002,5.842029643335968e-05,0.5930000000000002,4.484015347393869e-05,0.5930000000000002,3.622807562001983e-05,0.5930000000000002,3.031441379349032e-05,0.5930000000000002,2.601941941109e-05,0.5930000000000002,2.276682695682059e-05,0.5930000000000002,2.022264610092818e-05,0.5930000000000002,1.818068226482976e-05
0.5940000000000002,0.000120047212704414,0.5940000000000002,8.058355763085189e-05,0.5940000000000002,5.87475790988089e-05,0.5940000000000002,4.508082845681835e-05,0.5940000000000002,3.641737089934435e-05,0.5940000000000002,3.046987476791024e-05,0.5940000000000002,2.615100875425797e-05,0.5940000000000002,2.28807234320177e-05,0.5940000000000002,2.032293408985229e-05,0.5940000000000002,1.827019583173637e-05
0.5950000000000002,0.0001209109236680878,0.5950000000000002,8.107074184073906e-05,0.5950000000000002,5.90745796339932e-05,0.5950000000000002,4.532130959681481e-05,0.5950000000000002,3.660652488369623e-05,0.5950000000000002,3.062522672642644e-05,0.5950000000000002,2.628251013213953e-05,0.5950000000000002,2.299454646003439e-05,0.5950000000000002,2.042315912956483e-05,0.5950000000000002,1.83596543428926e-05
0.5960000000000002,0.0001217745860084505,0.5960000000000002,8.155755464775225e-05,0.5960000000000002,5.940129144838457e-05,0.5960000000000002,4.556159356972328e-05,0.5960000000000002,3.679553563092903e-05,0.5960000000000002,3.078046842105423e-05,0.5960000000000002,2.641392268809807e-05,0.5960000000000002,2.310829542384288e-05,0.5960000000000002,2.05233207590845e-05,0.5960000000000002,1.844905744392452e-05
0.5970000000000002,0.0001226381637647515,0.5970000000000002,8.204398194565234e-05,0.5970000000000002,5.972770803778942e-05,0.5970000000000002,4.580167709711453e-05,0.5970000000000002,3.698440122578441e-05,0.5970000000000002,3.093559862081871e-05,0.5970000000000002,2.65452455768411e-05,0.5970000000000002,2.322196971427044e-05,0.5970000000000002,2.062341852301615e-05,0.5970000000000002,1.85384047845053e-05
0.5980000000000002,0.0001235016213778341,0.5980000000000002,8.253000979359384e-05,0.5980000000000002,6.005382298345677e-05,0.5980000000000002,4.604155694556749e-05,0.5980000000000002,3.717311977929697e-05,0.5980000000000002,3.109061611129089e-05,0.5980000000000002,2.667647796404783e-05,0.5980000000000002,2.333556872969501e-05,0.5980000000000002,2.072345197129693e-05,0.5980000000000002,1.862769601813802e-05
0.5990000000000002,0.0001243649236871104,0.5990000000000002,8.301562441529724e-05,0.5990000000000002,6.037962995119885e-05,0.5990000000000002,4.628122992591966e-05,0.5990000000000002,3.73616894282169e-05,0.5990000000000002,3.124551969413811e-05,0.5990000000000002,2.680761902601205e-05,0.5990000000000002,2.344909187575346e-05,0.5990000000000002,2.082342065895245e-05,0.5990000000000002,1.871693080194924e-05
0.6000000000000002,0.0001252280359275456,0.6000000000000002,8.35008121982232e-05,0.6000000000000002,6.070512269052568e-05,0.6000000000000002,4.652069289253762e-05,0.6000000000000002,3.755010833445038e-05,0.6000000000000002,3.140030818669052e-05,0.6000000000000002,2.693866794929782e-05,0.6000000000000002,2.35625385650606e-05,0.6000000000000002,2.092332414586382e-05,0.6000000000000002,1.880610879649148e-05
0.6010000000000002,0.0001260909237266382,0.6010000000000002,8.398555969275169e-05,0.6010000000000002,6.10302950337911e-05,0.6010000000000002,4.675994274260339e-05,0.6010000000000002,3.773837468451597e-05,0.6010000000000002,3.155498042152287e-05,0.6010000000000002,2.706962393040787e-05,0.6010000000000002,2.367590821694126e-05,0.6010000000000002,2.102316199654447e-05,0.6010000000000002,1.889522966555458e-05
0.6020000000000002,0.0001269535531014133,0.6020000000000002,8.446985361136258e-05,0.6020000000000002,6.135514089534977e-05,0.6020000000000002,4.69989764154187e-05,0.6020000000000002,3.792648668901742e-05,0.6020000000000002,3.170953524604867e-05,0.6020000000000002,2.72004861754645e-05,0.6020000000000002,2.378920025717169e-05,0.6020000000000002,2.112293377992727e-05,0.6020000000000002,1.898429307598599e-05
0.6030000000000002,0.0001278158904554306,0.6030000000000002,8.495368082781944e-05,0.6030000000000002,6.167965427072453e-05,0.6030000000000002,4.723779089172559e-05,0.6030000000000002,3.811444258213188e-05,0.6030000000000002,3.186397152213016e-05,0.6030000000000002,2.733125389990296e-05,0.6030000000000002,2.39024141177322e-05,0.6030000000000002,2.122263906915952e-05,0.6030000000000002,1.907329869751916e-05
0.6040000000000002,0.0001286779025757916,0.6040000000000002,8.543702837635331e-05,0.6040000000000002,6.200382923578577e-05,0.6040000000000002,4.747638319304244e-05,0.6040000000000002,3.830224062111333e-05,0.6040000000000002,3.201828812569962e-05,0.6040000000000002,2.746192632817527e-05,0.6040000000000002,2.401554923656988e-05,0.6040000000000002,2.132227744140892e-05,0.6040000000000002,1.916224620260987e-05
0.6050000000000002,0.0001295395566301886,0.6050000000000002,8.591988345084558e-05,0.6050000000000002,6.232765994593853e-05,0.6050000000000002,4.771475038101444e-05,0.6050000000000002,3.848987908580975e-05,0.6050000000000002,3.217248394639465e-05,0.6050000000000002,2.759250269346629e-05,0.6050000000000002,2.412860505737069e-05,0.6050000000000002,2.142184847767602e-05,0.6050000000000002,1.925113526628035e-05
0.6060000000000002,0.0001304008201639523,0.6060000000000002,8.64022334040111e-05,0.6060000000000002,6.265114063531933e-05,0.6060000000000002,4.79528895567805e-05,0.6060000000000002,3.867735627819473e-05,0.6060000000000002,3.232655788720533e-05,0.6060000000000002,2.772298223741949e-05,0.6060000000000002,2.424158102934098e-05,0.6060000000000002,2.15213517626162e-05,0.6060000000000002,1.933996556597038e-05
0.6070000000000002,0.0001312616610971326,0.6070000000000002,8.688406574657969e-05,0.6070000000000002,6.297426561600216e-05,0.6070000000000002,4.819079786035232e-05,0.6070000000000002,3.886467052191251e-05,0.6070000000000002,3.248050886413188e-05,0.6070000000000002,2.78533642098734e-05,0.6070000000000002,2.435447660699807e-05,0.6070000000000002,2.162078688436918e-05,0.6070000000000002,1.942873678139625e-05
0.6080000000000002,0.0001321220477216004,0.6080000000000002,8.736536814647695e-05,0.6080000000000002,6.329702927721199e-05,0.6080000000000002,4.84284724700077e-05,0.6080000000000002,3.90518201618343e-05,0.6080000000000002,3.263433580585612e-05,0.6080000000000002,2.798364786860741e-05,0.6080000000000002,2.446729124996921e-05,0.6080000000000002,2.172015343439594e-05,0.6080000000000002,1.951744859441497e-05
