M1:gm (L=1.00e-07) X,M1:gm (L=1.00e-07) Y,M1:gm (L=2.00e-07) X,M1:gm (L=2.00e-07) Y,M1:gm (L=3.00e-07) X,M1:gm (L=3.00e-07) Y,M1:gm (L=4.00e-07) X,M1:gm (L=4.00e-07) Y,M1:gm (L=5.00e-07) X,M1:gm (L=5.00e-07) Y,M1:gm (L=6.00e-07) X,M1:gm (L=6.00e-07) Y,M1:gm (L=7.00e-07) X,M1:gm (L=7.00e-07) Y,M1:gm (L=8.00e-07) X,M1:gm (L=8.00e-07) Y,M1:gm (L=9.00e-07) X,M1:gm (L=9.00e-07) Y,M1:gm (L=1.00e-06) X,M1:gm (L=1.00e-06) Y
0.7090000000000003,0.0004657129866257396,0.7090000000000003,0.0002891863405002191,0.7090000000000003,0.0002121278356700892,0.7090000000000003,0.0001667130527755076,0.7090000000000003,0.0001369776684506852,0.7090000000000003,0.0001160552903696481,0.7090000000000003,0.0001005692103524112,0.7090000000000003,8.866464260352027e-05,0.7090000000000003,7.923968938619897e-05,0.7090000000000003,7.159971342481697e-05
0.7100000000000003,0.000467275412798297,0.7100000000000003,0.0002902545696249848,0.7100000000000003,0.0002129352077291344,0.7100000000000003,0.0001673557428141523,0.7100000000000003,0.0001375067812342371,0.7100000000000003,0.0001165021830112453,0.7100000000000003,0.0001009543724468205,0.7100000000000003,8.900206482048833e-05,0.7100000000000003,7.953927051212842e-05,0.7100000000000003,7.186867042844933e-05
0.7110000000000003,0.0004688312686435235,0.7110000000000003,0.0002913197168353919,0.7110000000000003,0.0002137408676128325,0.7110000000000003,0.0001679973816213815,0.7110000000000003,0.0001380351755150857,0.7110000000000003,0.0001169485425353623,0.7110000000000003,0.0001013391140594748,0.7110000000000003,8.933914012985908e-05,0.7110000000000003,7.983855576018516e-05,0.7110000000000003,7.213736874158743e-05
0.7120000000000003,0.0004703805361113896,0.7120000000000003,0.0002923817666449978,0.7120000000000003,0.0002145448040535386,0.7120000000000003,0.0001686379609173255,0.7120000000000003,0.0001385628450251336,0.7120000000000003,0.0001173943640290684,0.7120000000000003,0.0001017234312171239,0.7120000000000003,8.967586523265394e-05,0.7120000000000003,8.013754233116015e-05,0.7120000000000003,7.240580594624858e-05
0.7130000000000003,0.0004719231980350039,0.7130000000000003,0.0002934407039883085,0.7130000000000003,0.0002153470060114431,0.7130000000000003,0.0001692774725625949,0.7130000000000003,0.000139089783593339,0.7130000000000003,0.0001178396426518747,0.7130000000000003,0.0001021073200035532,0.7130000000000003,9.00122368765452e-05,0.7130000000000003,8.043622746509056e-05,0.7130000000000003,7.267397965818739e-05
0.7140000000000003,0.0004734592381197711,0.7140000000000003,0.0002944965142157099,0.7140000000000003,0.0002161474626716696,0.7140000000000003,0.0001699159085563706,0.7140000000000003,0.0001396159851443188,0.7140000000000003,0.0001182843736346463,0.7140000000000003,0.0001024907765587015,0.7140000000000003,9.034825185511719e-05,0.7140000000000003,8.07346084406307e-05,0.7140000000000003,7.294188752634902e-05
0.7150000000000003,0.0004749886409324939,0.7150000000000003,0.0002955491830883941,0.7150000000000003,0.0002169461634413795,0.7150000000000003,0.0001705532610344952,0.7150000000000003,0.0001401414436969535,0.7150000000000003,0.000118728552278518,0.7150000000000003,0.0001028737970777812,0.7150000000000003,9.068390700713272e-05,0.7150000000000003,8.103268257442482e-05,0.7150000000000003,7.320952723232346e-05
0.7160000000000003,0.0004765113918904121,0.7160000000000003,0.0002965986967732728,0.7160000000000003,0.0002177430979468744,0.7160000000000003,0.0001711895222675699,0.7160000000000003,0.0001406661533629936,0.7160000000000003,0.0001191721739538081,0.7160000000000003,0.0001032563778103999,0.7160000000000003,9.101919921580079e-05,0.7160000000000003,8.13304472204814e-05,0.7160000000000003,7.347689648980337e-05
0.7170000000000003,0.0004780274772502219,0.7170000000000003,0.0002976450418378806,0.7170000000000003,0.0002185382560306983,0.7170000000000003,0.0001718246846590454,0.7170000000000003,0.0001411901083456683,0.7170000000000003,0.0001196152340989404,0.7170000000000003,0.0001036385150596833,0.7170000000000003,9.135412540804578e-05,0.7170000000000003,8.162789976955249e-05,0.7170000000000003,7.374399304404286e-05
0.7180000000000003,0.0004795368840970395,0.7180000000000003,0.000298688205245279,0.7180000000000003,0.0002193316277487385,0.7180000000000003,0.0001724587407433253,0.7180000000000003,0.0001417133029382988,0.7180000000000003,0.0001200577282193649,0.7180000000000003,0.0001040202051814082,0.7180000000000003,9.168868255378195e-05,0.7180000000000003,8.192503764851161e-05,0.7180000000000003,7.401081467132001e-05
0.7190000000000003,0.000481039600333334,0.7190000000000003,0.0002997281743489476,0.7190000000000003,0.0002201232033673355,0.7190000000000003,0.000173091683183865,0.7190000000000003,0.0001422357315229136,0.7190000000000003,0.0001204996518864833,0.7190000000000003,0.0001044014445831289,0.7190000000000003,9.202286766518762e-05,0.7190000000000003,8.22218583197374e-05,0.7190000000000003,7.427735917840113e-05
0.7200000000000003,0.0004825356146678384,0.7200000000000003,0.000300764936887682,0.7200000000000003,0.0002209129733603931,0.7200000000000003,0.0001737235047712794,0.7200000000000003,0.0001427573885688674,0.7200000000000003,0.0001209410007365788,0.7200000000000003,0.0001047822297233116,0.7200000000000003,9.23566777959842e-05,0.7200000000000003,8.251835928049993e-05,0.7200000000000003,7.454362440200666e-05
0.7210000000000003,0.0004840249166044368,0.7210000000000003,0.0003017984809804869,0.7210000000000003,0.0002217009284064897,0.7210000000000003,0.000174354198421452,0.7210000000000003,0.000143278268631462,0.7210000000000003,0.0001213817704697453,0.7210000000000003,0.0001051625571104733,0.7210000000000003,9.269011004071858e-05,0.7210000000000003,8.281453806234617e-05,0.7210000000000003,7.480960820828187e-05
0.7220000000000003,0.0004855074964310451,0.7220000000000003,0.0003028287951214758,0.7220000000000003,0.0002224870593859983,0.7220000000000003,0.0001749837571736468,0.7220000000000003,0.000143798366350577,0.7220000000000003,0.0001218219568488259,0.7220000000000003,0.0001055424233023196,0.7220000000000003,9.302316153404525e-05,0.7220000000000003,8.311039223049284e-05,0.7220000000000003,7.507530849226706e-05
0.7230000000000003,0.0004869833452084587,0.7230000000000003,0.0003038558681747713,0.7230000000000003,0.0002232713573782152,0.7230000000000003,0.000175612174188634,0.7230000000000003,0.0001443176764492972,0.7230000000000003,0.0001222615556983504,0.7230000000000003,0.0001059218249048886,0.7230000000000003,9.335582945001535e-05,0.7230000000000003,8.340591938321865e-05,0.7230000000000003,7.53407231773733e-05
0.7240000000000003,0.0004884524547592173,0.7240000000000003,0.0003048796893694165,0.7240000000000003,0.0002240538136584918,0.7240000000000003,0.0001762394427468083,0.7240000000000003,0.0001448361937325498,0.7240000000000003,0.0001227005629034794,0.7240000000000003,0.000106300758571699,0.7240000000000003,9.368811100136675e-05,0.7240000000000003,8.370111715126071e-05,0.7240000000000003,7.560585021485842e-05
0.7250000000000003,0.0004899148176564557,0.7250000000000003,0.0003059002482942908,0.7250000000000003,0.0002248344196953702,0.7250000000000003,0.0001768655562463223,0.7250000000000003,0.0001453539130857443,0.7250000000000003,0.0001231389744089489,0.7250000000000003,0.0001066792210028976,0.7250000000000003,9.402000343881583e-05,0.7250000000000003,8.399598319721342e-05,0.7250000000000003,7.587068758330648e-05
0.7260000000000003,0.0004913704272127668,0.7260000000000003,0.0003069175348930342,0.7260000000000003,0.0002256131671477376,0.7260000000000003,0.0001774905082012236,0.7260000000000003,0.0001458708294734156,0.7260000000000003,0.0001235767862180236,0.7260000000000003,0.0001070572089444157,0.7260000000000003,9.435150405035691e-05,0.7260000000000003,8.429051521493028e-05,0.7260000000000003,7.613523328810981e-05
0.7270000000000003,0.000492819277469067,0.7270000000000003,0.0003079315394589899,0.7270000000000003,0.0002263900478619791,0.7270000000000003,0.0001781142922395977,0.7270000000000003,0.0001463869379378774,0.7270000000000003,0.0001240139943914511,0.7270000000000003,0.0001074347191871247,0.7270000000000003,9.468261016055829e-05,0.7270000000000003,8.458471092892829e-05,0.7270000000000003,7.63994853609537e-05
0.7280000000000003,0.000494261363183472,0.7280000000000003,0.0003089422526301546,0.7280000000000003,0.0002271650538691514,0.7280000000000003,0.0001787369021017178,0.7280000000000003,0.0001469022335978732,0.7280000000000003,0.0001244505950464216,0.7280000000000003,0.0001078117485659968,0.7280000000000003,9.501331912986868e-05,0.7280000000000003,8.487856809379586e-05,0.7280000000000003,7.666344185930391e-05
0.7290000000000003,0.0004956966798202026,0.7290000000000003,0.0003099496653841425,0.7290000000000003,0.0002279381773821551,0.7290000000000003,0.0001793583316382028,0.7290000000000003,0.0001474167116472397,0.7290000000000003,0.00012488658435553,0.7290000000000003,0.0001081882939592693,0.7290000000000003,9.534362835392008e-05,0.7290000000000003,8.51720844936024e-05,0.7290000000000003,7.692710086589572e-05
0.7300000000000003,0.0004971252235384976,0.7300000000000003,0.0003109537690331744,0.7300000000000003,0.0002287094107929253,0.7300000000000003,0.0001799785748081787,0.7300000000000003,0.000147930367353571,0.7300000000000003,0.0001253219585457456,0.7300000000000003,0.0001085643522876154,0.7300000000000003,9.567353526283893e-05,0.7300000000000003,8.54652579413128e-05,0.7300000000000003,7.719046048822712e-05
0.7310000000000003,0.000498546991181562,0.7310000000000003,0.0003119545552190713,0.7310000000000003,0.0002294787466696356,0.7310000000000003,0.0001805976256774574,0.7310000000000003,0.0001484431960568906,0.7310000000000003,0.0001257567138973833,0.7310000000000003,0.0001089399205133119,0.7310000000000003,9.60030373205588e-05,0.7310000000000003,8.575808627820161e-05,0.7310000000000003,7.745351885805323e-05
0.7320000000000003,0.000499961980265538,0.7320000000000003,0.0003129520159082817,0.7320000000000003,0.0002302461777539048,0.7320000000000003,0.0001812154784167088,0.7320000000000003,0.0001489551931683295,0.7320000000000003,0.0001261908467430822,0.7320000000000003,0.0001093149956394181,0.7320000000000003,9.633213202413461e-05,0.7320000000000003,8.605056737327377e-05,0.7320000000000003,7.771627413088502e-05
0.7330000000000003,0.0005013701889685182,0.7330000000000003,0.0003139461433869186,0.7330000000000003,0.000231011696958031,0.7330000000000003,0.0001818321272996574,0.7330000000000003,0.0001494663541688073,0.7330000000000003,0.0001266243534667846,0.7330000000000003,0.0001096895747089534,0.7330000000000003,9.666081690306344e-05,0.7330000000000003,8.634269912268616e-05,0.7330000000000003,7.797872448548767e-05
0.7340000000000003,0.0005027716161195862,0.7340000000000003,0.000314936930255821,0.7340000000000003,0.0002317752973622247,0.7340000000000003,0.0001824475667012723,0.7340000000000003,0.0001499766746077241,0.7340000000000003,0.0001270572305027238,0.7340000000000003,0.0001100636548040821,0.7340000000000003,9.6989089518605e-05,0.7340000000000003,8.663447944917144e-05,0.7340000000000003,7.824086812338525e-05
0.7350000000000003,0.0005041662611879052,0.7350000000000003,0.0003159243694256438,0.7350000000000003,0.0002325369722118638,0.7350000000000003,0.000183061791095978,0.7350000000000003,0.0001504861501016528,0.7350000000000003,0.0001274894743344161,0.7350000000000003,0.0001104372330452985,0.7350000000000003,9.731694746310859e-05,0.7350000000000003,8.692590630146688e-05,0.7350000000000003,7.850270326836489e-05
0.7360000000000003,0.0005055541242718425,0.7360000000000003,0.0003169084541119647,0.7360000000000003,0.0002332967149147645,0.7360000000000003,0.0001836747950558649,0.7360000000000003,0.0001509947763330414,0.7360000000000003,0.0001279210814936523,0.7360000000000003,0.0001108103065906199,0.7360000000000003,9.764438835934118e-05,0.7360000000000003,8.721697765374325e-05,0.7360000000000003,7.876422816598539e-05
0.7370000000000003,0.0005069352060881535,0.7370000000000003,0.0003178891778304226,0.7370000000000003,0.0002340545190384578,0.7370000000000003,0.0001842865732489163,0.7370000000000003,0.0001515025490489225,0.7370000000000003,0.0001283520485595025,0.7370000000000003,0.0001111828726347799,0.7370000000000003,9.797140985982021e-05,0.7370000000000003,8.750769150503966e-05,0.7370000000000003,7.902544108308757e-05
0.7380000000000003,0.0005083095079612088,0.7380000000000003,0.0003188665343918803,0.7380000000000003,0.0002348103783074923,0.7380000000000003,0.000184897120437238,0.7380000000000003,0.0001520094640596236,0.7380000000000003,0.0001287823721573178,0.7380000000000003,0.0001115549284084268,0.7380000000000003,9.82980096461476e-05,0.7380000000000003,8.779804587869932e-05,0.7380000000000003,7.928634030730684e-05
0.7390000000000003,0.0005096770318122671,0.7390000000000003,0.0003198405178976121,0.7390000000000003,0.0002355642866007456,0.7390000000000003,0.0001855064314753032,0.7390000000000003,0.0001525155172374913,0.7390000000000003,0.000129212048957742,0.7390000000000003,0.0001119264711773269,0.7390000000000003,9.862418542834917e-05,0.7390000000000003,8.808803882180741e-05,0.7390000000000003,7.954692414658855e-05
0.7400000000000003,0.0005110377801488287,0.7400000000000003,0.0003208111227345266,0.7400000000000003,0.0002363162379487544,0.7400000000000003,0.0001861145013082027,0.7400000000000003,0.0001530207045156141,0.7400000000000003,0.0001296410756757245,0.7400000000000003,0.0001122974982415703,0.7400000000000003,9.894993494421594e-05,0.7400000000000003,8.837766840463395e-05,0.7400000000000003,7.980719092870637e-05
0.7410000000000003,0.00051239175605402,0.7410000000000003,0.0003217783435704126,0.7410000000000003,0.0002370662265310585,0.7410000000000003,0.0001867213249699057,0.7410000000000003,0.0001535250218865585,0.7410000000000003,0.0001300694490695406,0.7410000000000003,0.0001126680069347794,0.7410000000000003,9.927525595864833e-05,0.7410000000000003,8.866693272007704e-05,0.7410000000000003,8.006713900078289e-05
0.7420000000000003,0.0005137389631760594,0.7420000000000003,0.0003227421753492202,0.7420000000000003,0.000237814246673566,0.7420000000000003,0.0001873268975815343,0.7420000000000003,0.0001540284654011076,0.7420000000000003,0.0001304971659398147,0.7420000000000003,0.0001130379946233249,0.7420000000000003,9.960014626300608e-05,0.7420000000000003,8.895582988311121e-05,0.7420000000000003,8.032676672881101e-05
0.7430000000000003,0.0005150794057177844,0.7430000000000003,0.000323702613286372,0.7430000000000003,0.0002385602928459329,0.7430000000000003,0.0001879312143496393,0.7430000000000003,0.0001545310311670063,0.7430000000000003,0.0001309242231285504,0.7430000000000003,0.0001134074587055417,0.7430000000000003,9.992460367445653e-05,0.7430000000000003,8.924435803023572e-05,0.7430000000000003,8.058607249718012e-05
0.7440000000000003,0.0005164130884262393,0.7440000000000003,0.0003246596528641075,0.7440000000000003,0.0002393043596589574,0.7440000000000003,0.0001885342705644977,0.7440000000000003,0.0001550327153477156,0.7440000000000003,0.0001313506175181617,0.7440000000000003,0.0001137763966109494,0.7440000000000003,0.0001002486260353301,0.7440000000000003,8.953251531892804e-05,0.7440000000000003,8.084505470820299e-05
0.7450000000000003,0.0005177400165823412,0.7450000000000003,0.0003256132898268556,0.7450000000000003,0.0002400464418619984,0.7450000000000003,0.0001891360615984078,0.7450000000000003,0.0001555335141611708,0.7450000000000003,0.0001317763460305131,0.7450000000000003,0.0001141448057994782,0.7450000000000003,0.0001005722112124776,0.7450000000000003,8.982029992709767e-05,0.7450000000000003,8.1103711781645e-05
0.7460000000000003,0.0005190601959906138,0.7460000000000003,0.0003265635201766501,0.7460000000000003,0.0002407865343404054,0.7460000000000003,0.0001897365829040065,0.7460000000000003,0.0001560334238785476,0.7460000000000003,0.0001322014056259619,0.7460000000000003,0.0001145126837606972,0.7460000000000003,0.0001008953570966291,0.7460000000000003,9.010771005254497e-05,0.7460000000000003,8.136204215425711e-05
0.7470000000000003,0.0005203736329689966,0.7470000000000003,0.0003275103401685731,0.7470000000000003,0.000241524632112972,0.7470000000000003,0.0001903358300125872,0.7470000000000003,0.0001565324408230351,0.7470000000000003,0.0001326257933024047,0.7470000000000003,0.0001148800280130451,0.7470000000000003,0.0001012180616017581,0.7470000000000003,9.039474391241907e-05,0.7470000000000003,8.162004427930781e-05
0.7480000000000003,0.0005216803343387297,0.7480000000000003,0.0003284537463062342,0.7480000000000003,0.0002422607303294022,0.7480000000000003,0.0001909337985324341,0.7480000000000003,0.000157030561368613,0.7480000000000003,0.0001330495060943305,0.7480000000000003,0.0001152468361030662,0.7480000000000003,0.0001015403226644459,0.7480000000000003,9.068139974268212e-05,0.7480000000000003,8.18777166261215e-05
0.7490000000000003,0.0005229803074143169,0.7490000000000003,0.0003293937353372882,0.7490000000000003,0.0002429948242678023,0.7490000000000003,0.0001915304841471619,0.7490000000000003,0.0001575277819388394,0.7490000000000003,0.0001334725410718769,0.7490000000000003,0.0001156131056046504,0.7490000000000003,0.0001018621382432517,0.7490000000000003,9.096767579757297e-05,0.7490000000000003,8.213505767961492e-05
0.7500000000000003,0.0005242735599935717,0.7500000000000003,0.0003303303042489867,0.7500000000000003,0.0002437269093321848,0.7500000000000003,0.0001921258826140748,0.7500000000000003,0.0001580240990056411,0.7500000000000003,0.000133894895339892,0.7500000000000003,0.0001159788341182721,0.7500000000000003,0.0001021835063180818,0.7500000000000003,9.125357034907396e-05,0.7500000000000003,8.239206593983812e-05
0.7510000000000003,0.0005255601003477417,0.7510000000000003,0.0003312634502637738,0.7510000000000003,0.0002444569810499949,0.7510000000000003,0.0001927199897625223,0.7510000000000003,0.0001585195090881114,0.7510000000000003,0.0001343165660369978,0.7510000000000003,0.0001163440192702402,0.7510000000000003,0.0001025044248895665,0.7510000000000003,9.15390816863808e-05,0.7510000000000003,8.264873992151642e-05
0.7520000000000003,0.00052683993721172,0.7520000000000003,0.000332193170834905,0.7520000000000003,0.0002451850350696573,0.7520000000000003,0.0001933128014922788,0.7520000000000003,0.0001590140087513176,0.7520000000000003,0.000134737550334662,0.7520000000000003,0.0001167086587119428,0.7520000000000003,0.0001028248919784331,0.7520000000000003,9.182420811537322e-05,0.7520000000000003,8.290507815359446e-05
0.7530000000000003,0.0005281130797743377,0.7530000000000003,0.0003331194636421205,0.7530000000000003,0.000245911067158138,0.7530000000000003,0.0001939043137719266,0.7530000000000003,0.0001595075946051089,0.7530000000000003,0.0001351578454362728,0.7530000000000003,0.0001170727501191025,0.7530000000000003,0.0001031449056248876,0.7530000000000003,9.210894795808987e-05,0.7530000000000003,8.316107917878164e-05
0.7540000000000003,0.0005293795376687554,0.7540000000000003,0.000334042326587344,0.7540000000000003,0.0002466350731985283,0.7540000000000003,0.0001944945226372486,0.7540000000000003,0.0001600002633029371,0.7540000000000003,0.0001355774485762144,0.7540000000000003,0.000117436291191029,0.7540000000000003,0.0001034644638879957,0.7540000000000003,9.239329955220208e-05,0.7540000000000003,8.341674155310087e-05
0.7550000000000003,0.0005306393209629167,0.7550000000000003,0.0003349617577904339,0.7550000000000003,0.0002473570491876528,0.7550000000000003,0.0001950834241896382,0.7550000000000003,0.0001604920115406774,0.7550000000000003,0.0001359963570189531,0.7550000000000003,0.0001177992796498785,0.7550000000000003,0.0001037835648450662,0.7550000000000003,9.267726125049241e-05,0.7550000000000003,8.367206384543661e-05
0.7560000000000003,0.000531892440150127,0.7560000000000003,0.0003358777555849586,0.7560000000000003,0.0002480769912336849,0.7560000000000003,0.0001956710145945097,0.7560000000000003,0.0001609828360554609,0.7560000000000003,0.0001364145680581213,0.7560000000000003,0.0001181617132399153,0.7560000000000003,0.0001041022065910379,0.7560000000000003,9.296083142033466e-05,0.7560000000000003,8.392704463708649e-05
0.7570000000000003,0.0005331389061396934,0.7570000000000003,0.0003367903185140206,0.7570000000000003,0.0002487948955537962,0.7570000000000003,0.0001962572900797289,0.7570000000000003,0.0001614727336245101,0.7570000000000003,0.0001368320790156098,0.7570000000000003,0.0001185235897267738,0.7570000000000003,0.0001044203872378666,0.7570000000000003,9.324400844317435e-05,0.7570000000000003,8.418168252131435e-05
0.7580000000000003,0.0005343787302476724,0.7580000000000003,0.0003376994453261248,0.7580000000000003,0.0002495107584718153,0.7580000000000003,0.0001968422469340485,0.7580000000000003,0.0001619617010639791,0.7580000000000003,0.0001372488872406629,0.7580000000000003,0.0001188849068967291,0.7580000000000003,0.0001047381049139187,0.7580000000000003,9.352679071401211e-05,0.7580000000000003,8.44359761029031e-05
0.7590000000000003,0.0005356119241877042,0.7590000000000003,0.0003386051349710774,0.7590000000000003,0.0002502245764159094,0.7590000000000003,0.0001974258815055543,0.7590000000000003,0.0001624497352278056,0.7590000000000003,0.0001376649901089745,0.7590000000000003,0.0001192456625559616,0.7590000000000003,0.0001050553577633608,0.7590000000000003,9.380917664088839e-05,0.7590000000000003,8.468992399771157e-05
0.7600000000000003,0.0005368385000619466,0.7600000000000003,0.0003395073865959282,0.7600000000000003,0.0002509363459162927,0.7600000000000003,0.0001980081902001232,0.7600000000000003,0.0001629368330065614,0.7600000000000003,0.0001380803850217935,0.7600000000000003,0.0001196058545298333,0.7600000000000003,0.0001053721439455563,0.7600000000000003,9.409116464436977e-05,0.7600000000000003,8.494352483223055e-05
0.7610000000000003,0.0005380584703520984,0.7610000000000003,0.0003404061995409617,0.7610000000000003,0.0002516460636029411,0.7610000000000003,0.0001985891694798913,0.7610000000000003,0.0001634229913263146,0.7610000000000003,0.0001384950694050271,0.7610000000000003,0.0001199654806621588,0.7610000000000003,0.0001056884616344609,0.7610000000000003,9.437275315703748e-05,0.7610000000000003,8.519677724314113e-05
0.7620000000000003,0.0005392718479105232,0.7620000000000003,0.000341301573335716,0.7620000000000003,0.0002523537262033396,0.7620000000000003,0.000199168815861731,0.7620000000000003,0.0001639082071474942,0.7620000000000003,0.0001389090407083511,0.7620000000000003,0.0001203245388144863,0.7620000000000003,0.0001060043090180218,0.7620000000000003,9.465394062297489e-05,0.7620000000000003,8.544967987687435e-05
0.7630000000000003,0.0005404786459514691,0.7630000000000003,0.000342193507695056,0.7630000000000003,0.0002530593305402426,0.7630000000000003,0.0001997471259157402,0.7630000000000003,0.0001643924774637613,0.7630000000000003,0.0001393222964043227,0.7630000000000003,0.0001206830268653732,0.7630000000000003,0.0001063196842975768,0.7630000000000003,9.493472549726094e-05,0.7630000000000003,8.570223138917109e-05
0.7640000000000003,0.0005416788780423817,0.7640000000000003,0.0003430820025152795,0.7640000000000003,0.0002537628735294554,0.7640000000000003,0.0002003240962637387,0.7640000000000003,0.0001648757993008873,0.7640000000000003,0.0001397348339874976,0.7640000000000003,0.0001210409427096706,0.7640000000000003,0.0001066345856872571,0.7640000000000003,9.521510624545926e-05,0.7640000000000003,8.595443044464396e-05
0.7650000000000003,0.0005428725580953224,0.7650000000000003,0.0003439670578702707,0.7650000000000003,0.0002544643521776398,0.7650000000000003,0.0002008997235777751,0.7650000000000003,0.0001653581697156325,0.7650000000000003,0.0001401466509735469,0.7650000000000003,0.0001213982842578038,0.7650000000000003,0.0001069490114133895,0.7650000000000003,9.549508134311292e-05,0.7650000000000003,8.62062757163398e-05
0.7660000000000003,0.0005440597003584805,0.7660000000000003,0.0003448486740076871,0.7660000000000003,0.0002551637635801307,0.7660000000000003,0.0002014740045786498,0.7660000000000003,0.0001658395857946394,0.7660000000000003,0.0001405577448983812,0.7660000000000003,0.0001217550494350601,0.7660000000000003,0.0001072629597139002,0.7660000000000003,9.577464927523818e-05,0.7660000000000003,8.64577658853034e-05
0.7670000000000003,0.000545240319407784,0.7670000000000003,0.0003457268513452017,0.7670000000000003,0.0002558611049187832,0.7670000000000003,0.0002020469360344369,0.7670000000000003,0.000166320044653318,0.7670000000000003,0.0001409681133172762,0.7670000000000003,0.0001221112361808759,0.7670000000000003,0.0001075764288377228,0.7670000000000003,9.605380853581905e-05,0.7670000000000003,8.670889964013989e-05
0.7680000000000003,0.0005464144301386167,0.7680000000000003,0.0003466015904667717,0.7680000000000003,0.0002565563734598335,0.7680000000000003,0.0002026185147590242,0.7680000000000003,0.0001667995434347483,0.7680000000000003,0.0001413777538039992,0.7680000000000003,0.0001224668424481243,0.7680000000000003,0.0001078894170442026,0.7680000000000003,9.633255762730325e-05,0.7680000000000003,8.695967567658226e-05
0.7690000000000003,0.0005475820477576272,0.7690000000000003,0.000347472892118964,0.7690000000000003,0.0002572495665517763,0.7690000000000003,0.0002031887376106617,0.7690000000000003,0.0001672780793085829,0.7690000000000003,0.0001417866639499413,0.7690000000000003,0.0001228218662024078,0.7690000000000003,0.0001082019226025057,0.7690000000000003,9.661089506009993e-05,0.7690000000000003,8.721009269705407e-05
0.7700000000000004,0.0005487431877746434,0.7700000000000004,0.0003483407572073094,0.7700000000000004,0.0002579406816232717,0.7700000000000004,0.0002037576014905121,0.7700000000000004,0.0001677556494699514,0.7700000000000004,0.000142194841363249,0.7700000000000004,0.0001231763054213482,0.7700000000000004,0.000108513943791029,0.7700000000000004,9.688881935207472e-05,0.7700000000000004,8.746014941023715e-05
0.7710000000000004,0.0005498978659946831,0.7710000000000004,0.0003492051867927098,0.7710000000000004,0.0002586297161810656,0.7710000000000004,0.0002043251033412243,0.7710000000000004,0.0001682322511383735,0.7710000000000004,0.0001426022836679626,0.7710000000000004,0.0001235301580938814,0.7710000000000004,0.0001088254788968075,0.7710000000000004,9.716632902805061e-05,0.7710000000000004,8.77098445306371e-05
0.7720000000000004,0.0005510460985100762,0.7720000000000004,0.0003500661820878791,0.7720000000000004,0.0002593166678079248,0.7720000000000004,0.0002048912401455014,0.7720000000000004,0.0001687078815566752,0.7720000000000004,0.000143008988503152,0.7720000000000004,0.0001238834222195526,0.7720000000000004,0.0001091365262149267,0.7720000000000004,9.744342261930305e-05,0.7720000000000004,8.795917677814989e-05
0.7730000000000004,0.0005521879016926749,0.7730000000000004,0.0003509237444538354,0.7730000000000004,0.000260001534160605,0.7730000000000004,0.0002054560089246889,0.7730000000000004,0.0001691825379899111,0.7730000000000004,0.0001434149535220562,0.7730000000000004,0.0001242360958078106,0.7730000000000004,0.0001094470840479316,0.7730000000000004,9.772009866306092e-05,0.7730000000000004,8.820814487762894e-05
0.7740000000000004,0.0005533232921861711,0.7740000000000004,0.0003517778753964217,0.7740000000000004,0.0002606843129678254,0.7740000000000004,0.0002060194067373658,0.7740000000000004,0.0001696562177242869,0.7740000000000004,0.0001438201763912281,0.7740000000000004,0.0001245881768773054,0.7740000000000004,0.0001097571507052399,0.7740000000000004,9.799635570200401e-05,0.7740000000000004,8.845674755845215e-05
0.7750000000000004,0.0005544522868985156,0.7750000000000004,0.000352628576562884,0.7750000000000004,0.0002613650020282675,0.7750000000000004,0.0002065814306779482,0.7750000000000004,0.0001701289180660894,0.7750000000000004,0.0001442246547896758,0.7750000000000004,0.0001249396634551843,0.7750000000000004,0.0001100667245025525,0.7750000000000004,9.827219228376301e-05,0.7750000000000004,8.870498355408806e-05
0.7760000000000004,0.0005555749029944415,0.7760000000000004,0.0003534758497384804,0.7760000000000004,0.0002620435992085966,0.7760000000000004,0.0002071420778752951,0.7760000000000004,0.0001706006363406183,0.7760000000000004,0.0001446283864080097,0.7760000000000004,0.0001252905535763916,0.7760000000000004,0.0001103758037612656,0.7760000000000004,9.854760696041605e-05,0.7760000000000004,8.895285160166364e-05
0.7770000000000004,0.0005566911578880806,0.7770000000000004,0.0003543196968431346,0.7770000000000004,0.0002627201024414951,0.7770000000000004,0.0002077013454913333,0.7770000000000004,0.0001710713698911238,0.7770000000000004,0.000145031368947588,0.7770000000000004,0.0001256408452829671,0.7770000000000004,0.0001106843868078829,0.7770000000000004,9.88225982879905e-05,0.7770000000000004,8.920035044152972e-05
0.7780000000000004,0.0005578010692356871,0.7780000000000004,0.0003551601199281346,0.7780000000000004,0.0002633945097237215,0.7780000000000004,0.0002082592307196811,0.7780000000000004,0.0001715411160777469,0.7780000000000004,0.0001454336001196665,0.7780000000000004,0.000125990536623343,0.7780000000000004,0.0001109924719734265,0.7780000000000004,9.909716482595929e-05,0.7780000000000004,8.944747881682819e-05
0.7790000000000004,0.0005589046549284627,0.7790000000000004,0.0003559971211728675,0.7790000000000004,0.0002640668191141837,0.7790000000000004,0.0002088157307842835,0.7790000000000004,0.0001720098722764606,0.7790000000000004,0.0001458350776445479,0.7790000000000004,0.0001263396256516448,0.7790000000000004,0.0001113000575928492,0.7790000000000004,9.937130513673964e-05,0.7790000000000004,8.969423547305817e-05
