M1:gm (L=1.00e-07) X,M1:gm (L=1.00e-07) Y,M1:gm (L=2.00e-07) X,M1:gm (L=2.00e-07) Y,M1:gm (L=3.00e-07) X,M1:gm (L=3.00e-07) Y,M1:gm (L=4.00e-07) X,M1:gm (L=4.00e-07) Y,M1:gm (L=5.00e-07) X,M1:gm (L=5.00e-07) Y,M1:gm (L=6.00e-07) X,M1:gm (L=6.00e-07) Y,M1:gm (L=7.00e-07) X,M1:gm (L=7.00e-07) Y,M1:gm (L=8.00e-07) X,M1:gm (L=8.00e-07) Y,M1:gm (L=9.00e-07) X,M1:gm (L=9.00e-07) Y,M1:gm (L=1.00e-06) X,M1:gm (L=1.00e-06) Y
0.5320000000000001,0.0001449784997374186,0.5320000000000001,8.691751346346948e-05,0.5320000000000001,6.470606095253676e-05,0.5320000000000001,5.184941352770071e-05,0.5320000000000001,4.341744174445215e-05,0.5320000000000001,3.743159719639793e-05,0.5320000000000001,3.294527162482986e-05,0.5320000000000001,2.944819548739908e-05,0.5320000000000001,2.664020451516621e-05,0.5320000000000001,2.43326526129972e-05
0.5330000000000001,0.0001465472719062963,0.5330000000000001,8.785510380016001e-05,0.5330000000000001,6.538768448947369e-05,0.5330000000000001,5.238254645820382e-05,0.5330000000000001,4.385441557454938e-05,0.5330000000000001,3.780139092447612e-05,0.5330000000000001,3.326554772509437e-05,0.5330000000000001,2.973049517811043e-05,0.5330000000000001,2.689247579223756e-05,0.5330000000000001,2.456059771282055e-05
0.5340000000000001,0.0001481243635789121,0.5340000000000001,8.879816879763257e-05,0.5340000000000001,6.607310596849226e-05,0.5340000000000001,5.291848659557825e-05,0.5340000000000001,4.42935795358676e-05,0.5340000000000001,3.817295942087837e-05,0.5340000000000001,3.358730320944356e-05,0.5340000000000001,3.001405530514603e-05,0.5340000000000001,2.714583984965218e-05,0.5340000000000001,2.47895037950557e-05
0.5350000000000001,0.0001497097148810973,0.5350000000000001,8.974667666046207e-05,0.5350000000000001,6.676230146407047e-05,0.5350000000000001,5.345721498995017e-05,0.5350000000000001,4.473491792396145e-05,0.5350000000000001,3.854628926212686e-05,0.5350000000000001,3.391052635113293e-05,0.5350000000000001,3.029886545723716e-05,0.5350000000000001,2.740028732792089e-05,0.5350000000000001,2.501936236129656e-05
0.5360000000000001,0.0001513032645410277,0.5360000000000001,9.070059460493385e-05,0.5360000000000001,6.745524644387298e-05,0.5360000000000001,5.399871229727285e-05,0.5360000000000001,4.517841475789459e-05,0.5360000000000001,3.89213668201375e-05,0.5360000000000001,3.423520526594436e-05,0.5360000000000001,3.058491509821953e-05,0.5360000000000001,2.765580876611945e-05,0.5360000000000001,2.52501648291527e-05
0.5370000000000001,0.0001529049498878755,0.5370000000000001,9.165988886457645e-05,0.5370000000000001,6.815191577516369e-05,0.5370000000000001,5.454295878500604e-05,0.5370000000000001,4.562405378516345e-05,0.5370000000000001,3.929817826650108e-05,0.5370000000000001,3.456132791593596e-05,0.5370000000000001,3.087219357035084e-05,0.5370000000000001,2.791239460484641e-05,0.5370000000000001,2.548190253491084e-05
0.5380000000000001,0.0001545147068512453,0.5380000000000001,9.262452469625761e-05,0.5380000000000001,6.885228373152503e-05,0.5380000000000001,5.50899343379804e-05,0.5380000000000001,4.607181848673639e-05,0.5380000000000001,3.967670957683661e-05,0.5380000000000001,3.488888211324124e-05,0.5380000000000001,3.116069009765813e-05,0.5380000000000001,2.817003518920324e-05,0.5380000000000001,2.571456673621035e-05
0.5390000000000001,0.000156132469961433,0.5390000000000001,9.359446638682811e-05,0.5390000000000001,6.955632399987741e-05,0.5390000000000001,5.563961846442519e-05,0.5390000000000001,4.652169208219681e-05,0.5390000000000001,4.005694653521113e-05,0.5390000000000001,3.521785552391186e-05,0.5390000000000001,3.14503937893172e-05,0.5390000000000001,2.842872077179567e-05,0.5390000000000001,2.594814861473365e-05
0.5400000000000001,0.0001577581723505003,0.5400000000000001,9.456967726032044e-05,0.5400000000000001,7.026400968779038e-05,0.5400000000000001,5.619199030217203e-05,0.5400000000000001,4.697365753498789e-05,0.5400000000000001,4.043887473862602e-05,0.5400000000000001,3.554823567180172e-05,0.5400000000000001,3.174129364305665e-05,0.5400000000000001,2.868844151575036e-05,0.5400000000000001,2.618263927890366e-05
0.5410000000000001,0.0001593917457541962,0.5410000000000001,9.555011968568549e-05,0.5410000000000001,7.097531333108026e-05,0.5410000000000001,5.674702862500996e-05,0.5410000000000001,4.742769755775127e-05,0.5410000000000001,4.082247960156117e-05,0.5410000000000001,3.588000994248968e-05,0.5410000000000001,3.203337854858818e-05,0.5410000000000001,2.894918749774711e-05,0.5410000000000001,2.64180297665944e-05
0.5420000000000001,0.0001610331205147176,0.5420000000000001,9.653575508506255e-05,0.5420000000000001,7.169020690168323e-05,0.5420000000000001,5.73047118492006e-05,0.5420000000000001,4.788379461776179e-05,0.5420000000000001,4.120774636057542e-05,0.5420000000000001,3.621316558723732e-05,0.5420000000000001,3.232663729105734e-05,0.5420000000000001,2.92109487110649e-05,0.5420000000000001,2.665431104784518e-05
0.5430000000000001,0.0001626822255843277,0.5430000000000001,9.752654394258092e-05,0.5430000000000001,7.24086618158024e-05,0.5430000000000001,5.78650180401383e-05,0.5430000000000001,4.834193094244178e-05,0.5430000000000001,4.159466007896086e-05,0.5430000000000001,3.654768972697786e-05,0.5430000000000001,3.262105855451224e-05,0.5430000000000001,2.947371506863774e-05,0.5430000000000001,2.689147402758034e-05
0.5440000000000002,0.0001643389885298518,0.5440000000000002,9.852244581366894e-05,0.5440000000000002,7.313064894231116e-05,0.5440000000000002,5.842792491915382e-05,0.5440000000000002,4.880208852496432e-05,0.5440000000000002,4.198320565144312e-05,0.5440000000000002,3.688356935633394e-05,0.5440000000000002,3.291663092539158e-05,0.5440000000000002,2.973747640611766e-05,0.5440000000000002,2.712950954833223e-05
0.5450000000000002,0.0001660033355380367,0.5450000000000002,9.952341933488577e-05,0.5450000000000002,7.385613861141826e-05,0.5450000000000002,5.899340987045304e-05,0.5450000000000002,4.926424912992943e-05,0.5450000000000002,4.237336780892766e-05,0.5450000000000002,3.722079134766069e-05,0.5450000000000002,3.321334289602203e-05,0.5450000000000002,3.000222248494563e-05,0.5450000000000002,2.736840839296515e-05
0.5460000000000002,0.0001676751914217842,0.5460000000000002,0.0001005294222342407,0.5460000000000002,7.45851006235745e-05,0.5460000000000002,5.956144994818827e-05,0.5460000000000002,4.972839429911149e-05,0.5460000000000002,4.276513112328815e-05,0.5460000000000002,3.755934245511153e-05,0.5460000000000002,3.351118286813037e-05,0.5460000000000002,3.026794299542389e-05,0.5460000000000002,2.76081612873975e-05
0.5470000000000002,0.0001693544796272732,0.5470000000000002,0.0001015404113420114,0.5470000000000002,7.531750425861987e-05,0.5470000000000002,6.013202188364729e-05,0.5470000000000002,5.019450535727744e-05,0.5470000000000002,4.315848001218671e-05,0.5470000000000002,3.789920931872336e-05,0.5470000000000002,3.381013915636222e-05,0.5470000000000002,3.053462755979312e-05,0.5470000000000002,2.784875890332308e-05
0.5480000000000002,0.0001710411222419704,0.5480000000000002,0.0001025563426020317,0.5480000000000002,7.605331828515638e-05,0.5480000000000002,6.070510209256449e-05,0.5480000000000002,5.066256341806415e-05,0.5480000000000002,4.355339874393417e-05,0.5480000000000002,3.824037846851589e-05,0.5480000000000002,3.411019999180593e-05,0.5480000000000002,3.080226573530553e-05,0.5480000000000002,2.809019186092535e-05
0.5490000000000002,0.0001727350400035087,0.5490000000000002,0.0001035771710834656,0.5490000000000002,7.679251097014869e-05,0.5490000000000002,6.128066668254083e-05,0.5490000000000002,5.113254938991502e-05,0.5490000000000002,4.394987144237231e-05,0.5490000000000002,3.858283632860599e-05,0.5490000000000002,3.441135352552273e-05,0.5490000000000002,3.107084701729872e-05,0.5490000000000002,2.833245073158752e-05
0.5500000000000002,0.0001744361523094675,0.5500000000000002,0.000104602850993019,0.5500000000000002,7.753505008873036e-05,0.5500000000000002,6.185869146056857e-05,0.5500000000000002,5.160444398206794e-05,0.5500000000000002,4.434788209178698e-05,0.5500000000000002,3.892656922133252e-05,0.5500000000000002,3.471358783207457e-05,0.5500000000000002,3.13403608422623e-05,0.5500000000000002,2.85755260405938e-05
0.5510000000000002,0.0001761443772280292,0.5510000000000002,0.0001056333356876145,0.5510000000000002,7.828090293421826e-05,0.5510000000000002,6.243915194065369e-05,0.5510000000000002,5.207822771059296e-05,0.5510000000000002,4.47474145418399e-05,0.5510000000000002,3.927156337138668e-05,0.5510000000000002,3.501689091305181e-05,0.5510000000000002,3.161079659089963e-05,0.5510000000000002,2.881940826982023e-05
0.5520000000000002,0.0001778596315095097,0.5520000000000002,0.0001066685776874915,0.5520000000000002,7.903003632831997e-05,0.5520000000000002,6.302202335152728e-05,0.5520000000000002,5.255388090447051e-05,0.5520000000000002,4.514845251252067e-05,0.5520000000000002,3.96178049099467e-05,0.5520000000000002,3.532125070059956e-05,0.5520000000000002,3.188214359118073e-05,0.5520000000000002,2.906408786041591e-05
0.5530000000000002,0.0001795818305987751,0.5530000000000002,0.0001077085286897372,0.5530000000000002,7.978241663152441e-05,0.5530000000000002,6.360728064444714e-05,0.5530000000000002,5.303138371171071e-05,0.5530000000000002,4.555097959911113e-05,0.5530000000000002,3.996527987881507e-05,0.5530000000000002,3.562665506093287e-05,0.5530000000000002,3.215439112138461e-05,0.5530000000000002,2.930955521547035e-05
0.5540000000000002,0.000181310888648523,0.5540000000000002,0.0001087531395822194,0.5540000000000002,8.053800975367597e-05,0.5540000000000002,6.419489850107599e-05,0.5540000000000002,5.351071610550487e-05,0.5540000000000002,4.595497927716237e-05,0.5540000000000002,4.031397423455386e-05,0.5540000000000002,3.593309179784923e-05,0.5540000000000002,3.2427528413129e-05,0.5540000000000002,2.955580070266534e-05
0.5550000000000002,0.000183046718533425,0.5550000000000002,0.0001098023604579223,0.5550000000000002,8.129678116470554e-05,0.5550000000000002,6.478485134142755e-05,0.5550000000000002,5.399185789040603e-05,0.5550000000000002,4.636043490747764e-05,0.5550000000000002,4.066387385261528e-05,0.5550000000000002,3.624054865622576e-05,0.5550000000000002,3.270154465438667e-05,0.5550000000000002,2.980281465691296e-05
0.5560000000000002,0.0001847892318651183,0.5560000000000002,0.000110856140629671,0.5560000000000002,8.205869590553398e-05,0.5560000000000002,6.53771133318863e-05,0.5560000000000002,5.447478870853401e-05,0.5560000000000002,4.676732974109975e-05,0.5560000000000002,4.101496453146645e-05,0.5560000000000002,3.654901332550499e-05,0.5560000000000002,3.297642899248507e-05,0.5560000000000002,3.005058738297482e-05
0.5570000000000002,0.0001865383390080685,0.5570000000000002,0.000111914428645217,0.5570000000000002,8.282371859910768e-05,0.5570000000000002,6.597165839328139e-05,0.5570000000000002,5.495948804580069e-05,0.5570000000000002,4.717564692429928e-05,0.5570000000000002,4.136723199670212e-05,0.5570000000000002,3.685847344316975e-05,0.5570000000000002,3.325217053708968e-05,0.5570000000000002,3.029910915806261e-05
0.5580000000000002,0.0001882939490962256,0.5580000000000002,0.0001129771723026909,0.5580000000000002,8.359181346159133e-05,0.5580000000000002,6.656846020901553e-05,0.5580000000000002,5.544593523815088e-05,0.5580000000000002,4.758536950355924e-05,0.5580000000000002,4.172066190514882e-05,0.5580000000000002,3.716891659819485e-05,0.5580000000000002,3.3528758363167e-05,0.5580000000000002,3.0548370234418e-05
0.5590000000000002,0.0001900559700505451,0.5590000000000002,0.000114044318666399,0.5590000000000002,8.43629443136759e-05,0.5590000000000002,6.716749223324044e-05,0.5590000000000002,5.593410947781304e-05,0.5590000000000002,4.799648043055427e-05,0.5590000000000002,4.207523984895119e-05,0.5590000000000002,3.748033033448313e-05,0.5590000000000002,3.380618151392713e-05,0.5590000000000002,3.079836084187206e-05
0.5600000000000002,0.0001918243085972929,0.5600000000000002,0.0001151158140829406,0.5600000000000002,8.513707459202049e-05,0.5600000000000002,6.776872769907592e-05,0.5600000000000002,5.642398981955593e-05,0.5600000000000002,4.840896256711819e-05,0.5600000000000002,4.243095135964293e-05,0.5600000000000002,3.779270215428179e-05,0.5600000000000002,3.408442900374317e-05,0.5600000000000002,3.104907119038106e-05
0.5610000000000002,0.0001935988702871577,0.5610000000000002,0.0001161916041976575,0.5610000000000002,8.591416736079934e-05,0.5610000000000002,6.837213962685946e-05,0.5610000000000002,5.691555518695147e-05,0.5610000000000002,4.882279869020261e-05,0.5610000000000002,4.278778191219745e-05,0.5610000000000002,3.810601952157345e-05,0.5610000000000002,3.436348982104823e-05,0.5610000000000002,3.1300491472538e-05
0.5620000000000002,0.0001953795595151405,0.5620000000000002,0.0001172716339713697,0.5620000000000002,8.669418532335101e-05,0.5620000000000002,6.897770083242767e-05,0.5620000000000002,5.740878437863027e-05,0.5620000000000002,4.923797149681626e-05,0.5620000000000002,4.31457169290554e-05,0.5620000000000002,3.842026986544367e-05,0.5620000000000002,3.464335293120573e-05,0.5620000000000002,3.155261186605903e-05
0.5630000000000002,0.0001971662795412204,0.5630000000000002,0.0001183558476974096,0.5630000000000002,8.747709083392662e-05,0.5630000000000002,6.958538393541938e-05,0.5630000000000002,5.790365607453437e-05,0.5630000000000002,4.965446360894664e-05,0.5630000000000002,4.350474178413158e-05,0.5630000000000002,3.873544058342319e-05,0.5630000000000002,3.492400727935326e-05,0.5630000000000002,3.180542253624406e-05
0.5640000000000002,0.0001989589325117614,0.5640000000000002,0.0001194441890189247,0.5640000000000002,8.826284590952014e-05,0.5640000000000002,7.019516136759458e-05,0.5640000000000002,5.84001488421584e-05,0.5640000000000002,5.007225757846198e-05,0.5640000000000002,4.386484180679034e-05,0.5640000000000002,3.905151904479909e-05,0.5640000000000002,3.520544179321833e-05,0.5640000000000002,3.205891363840814e-05
0.5650000000000002,0.0002007574194816521,0.5650000000000002,0.0001205366009464386,0.5650000000000002,8.905141224176862e-05,0.5650000000000002,7.080700538116729e-05,0.5650000000000002,5.889824114277805e-05,0.5650000000000002,5.049133589198479e-05,0.5650000000000002,4.42260022857969e-05,0.5650000000000002,3.936849259389996e-05,0.5650000000000002,3.548764538590382e-05,0.5650000000000002,3.23130753202868e-05
0.5660000000000002,0.0002025616404371654,0.5660000000000002,0.0001216330258756595,0.5660000000000002,8.984275120893045e-05,0.5660000000000002,7.142088805713981e-05,0.5660000000000002,5.939791133765547e-05,0.5660000000000002,5.091168097574112e-05,0.5660000000000002,4.458820847323471e-05,0.5660000000000002,3.968634855334698e-05,0.5660000000000002,3.577060695864483e-05,0.5660000000000002,3.256789772440826e-05
0.5670000000000002,0.0002043714943195116,0.5670000000000002,0.0001227334056055073,0.5670000000000002,9.063682388791026e-05,0.5670000000000002,7.203678131363982e-05,0.5670000000000002,5.989913769423074e-05,0.5670000000000002,5.133327520037795e-05,0.5670000000000002,4.495144558839172e-05,0.5670000000000002,4.000507422727265e-05,0.5670000000000002,3.605431540353017e-05,0.5670000000000002,3.282337099043881e-05
0.5680000000000002,0.0002061868790490628,0.5680000000000002,0.0001238376813563722,0.5680000000000002,9.143359106633633e-05,0.5680000000000002,7.265465691424768e-05,0.5680000000000002,6.040189839227977e-05,0.5680000000000002,5.175610088574795e-05,0.5680000000000002,4.531569882161158e-05,0.5680000000000002,4.032465690450564e-05,0.5680000000000002,3.633875960619406e-05,0.5680000000000002,3.307948525749381e-05
0.5690000000000002,0.0002080076915502339,0.5690000000000002,0.0001249457937885511,0.5690000000000002,9.223301325468238e-05,0.5690000000000002,7.327448647631651e-05,0.5690000000000002,6.090617153004665e-05,0.5690000000000002,5.218014030566054e-05,0.5690000000000002,4.56809533381079e-05,0.5690000000000002,4.064508386172024e-05,0.5690000000000002,3.66239284484713e-05,0.5690000000000002,3.333623066641752e-05
0.5700000000000002,0.0002098338277770035,0.5700000000000002,0.0001260576830208895,0.5700000000000002,9.303505069840924e-05,0.5700000000000002,7.389624147927229e-05,0.5700000000000002,6.141193513034322e-05,0.5700000000000002,5.260537569259178e-05,0.5700000000000002,4.604719428174014e-05,0.5700000000000002,4.09663423665465e-05,0.5700000000000002,3.690981081101852e-05,0.5700000000000002,3.359359736203003e-05
0.5710000000000002,0.0002116651827390313,0.5710000000000002,0.0001271732886495728,0.5710000000000002,9.383966339013999e-05,0.5710000000000002,7.45198932728911e-05,0.5710000000000002,6.191916714660874e-05,0.5710000000000002,5.303178924235628e-05,0.5710000000000002,4.641440677875005e-05,0.5710000000000002,4.128841968064459e-05,0.5710000000000002,3.719639557589738e-05,0.5710000000000002,3.38515754953389e-05
0.5720000000000002,0.0002135016505283862,0.5720000000000002,0.0001282925497670911,0.5720000000000002,9.464681108184447e-05,0.5720000000000002,7.514541308555381e-05,0.5720000000000002,6.242784546893402e-05,0.5720000000000002,5.345936311873693e-05,0.5720000000000002,4.678257594145491e-05,0.5720000000000002,4.161130306273789e-05,0.5720000000000002,3.748367162912313e-05,0.5720000000000002,3.411015522571683e-05
0.5730000000000002,0.0002153431243468119,0.5730000000000002,0.0001294154049813229,0.5730000000000002,9.545645329702556e-05,0.5730000000000002,7.577277203246098e-05,0.5730000000000002,6.293794793003964e-05,0.5730000000000002,5.388807945806617e-05,0.5730000000000002,4.715168687189871e-05,0.5730000000000002,4.193497977160449e-05,0.5730000000000002,3.777162786317274e-05,0.5730000000000002,3.436932672304535e-05
0.5740000000000002,0.0002171894965335668,0.5740000000000002,0.0001305417924347626,0.5740000000000002,9.626854934291027e-05,0.5740000000000002,7.640194112381671e-05,0.5740000000000002,6.344945231120721e-05,0.5740000000000002,5.431792037376602e-05,0.5740000000000002,4.752172466545706e-05,0.5740000000000002,4.225943706902801e-05,0.5740000000000002,3.806025317945413e-05,0.5740000000000002,3.462908016981924e-05
0.5750000000000002,0.0002190406585937557,0.5750000000000002,0.0001316716498238487,0.5750000000000002,9.708305832262094e-05,0.5750000000000002,7.703289127296787e-05,0.5750000000000002,6.396233634816507e-05,0.5750000000000002,5.474886796083157e-05,0.5750000000000002,4.789267441439699e-05,0.5750000000000002,4.258466222270533e-05,0.5750000000000002,3.834953649073876e-05,0.5750000000000002,3.488940576321677e-05
0.5760000000000002,0.0002208965012271672,0.5760000000000002,0.0001328049144183832,0.5760000000000002,9.789993914734033e-05,0.5760000000000002,7.766559330449438e-05,0.5760000000000002,6.447657773691584e-05,0.5760000000000002,5.51809043002714e-05,0.5760000000000002,4.82645212113863e-05,0.5760000000000002,4.291064250910841e-05,0.5760000000000002,3.863946672354783e-05,0.5760000000000002,3.5150293717132e-05
0.5770000000000002,0.0002227569143575836,0.5770000000000002,0.0001339415230810443,0.5770000000000002,9.871915054843123e-05,0.5770000000000002,7.830001796225357e-05,0.5770000000000002,6.499215413951368e-05,0.5770000000000002,5.561401146348642e-05,0.5770000000000002,4.863725015295835e-05,0.5770000000000002,4.323736521630272e-05,0.5770000000000002,3.893003282050385e-05,0.5770000000000002,3.541173426416917e-05
0.5780000000000002,0.0002246217871625227,0.5780000000000002,0.0001350814122869542,0.5780000000000002,9.954065108954053e-05,0.5780000000000002,7.89361359173614e-05,0.5780000000000002,6.550904318978084e-05,0.5780000000000002,5.604817151660215e-05,0.5780000000000002,4.901084634292118e-05,0.5780000000000002,4.356481764672048e-05,0.5780000000000002,3.922122374263478e-05,0.5780000000000002,3.567371765759939e-05
0.5790000000000002,0.0002264910081034066,0.5790000000000002,0.0001362245181433063,0.5790000000000002,0.000100364399178648,0.5790000000000002,7.95739177761205e-05,0.5790000000000002,6.602722249896394e-05,0.5790000000000002,5.648336652473736e-05,0.5790000000000002,4.938529489571688e-05,0.5790000000000002,4.389298711988293e-05,0.5790000000000002,3.951302847163905e-05,0.5790000000000002,3.593623417327673e-05
0.5800000000000002,0.000228364464956128,0.5800000000000002,0.0001373707764090215,0.5800000000000002,0.0001011903530800743,0.5800000000000002,8.021333408787789e-05,0.5800000000000002,6.654666966132746e-05,0.5800000000000002,5.691957855621801e-05,0.5800000000000002,4.976058093973062e-05,0.5800000000000002,4.422186097507966e-05,0.5800000000000002,3.980543601210736e-05,0.5800000000000002,3.619927411151941e-05
0.5810000000000002,0.0002302420448419672,0.5810000000000002,0.0001385201225144421,0.5810000000000002,0.0001020184709264242,0.5810000000000002,8.085435535281856e-05,0.5810000000000002,6.706736225967972e-05,0.5810000000000002,5.735678968673119e-05,0.5810000000000002,5.013668962054261e-05,0.5810000000000002,4.455142657399779e-05,0.5810000000000002,4.009843539369786e-05,0.5810000000000002,3.646282779894571e-05
0.5820000000000002,0.0002321236342588633,0.5820000000000002,0.0001396724915810208,0.5820000000000002,0.0001028487107304711,0.5820000000000002,8.149695202968537e-05,0.5820000000000002,6.758927787083468e-05,0.5820000000000002,5.77949820034155e-05,0.5820000000000002,5.051360610412565e-05,0.5820000000000002,4.488167130330093e-05,0.5820000000000002,4.03920156732715e-05,0.5820000000000002,3.672688559027684e-05
0.5830000000000002,0.0002340091191129993,0.5830000000000002,0.0001408278184410237,0.5830000000000002,0.0001036810303969724,0.5830000000000002,8.214109454342051e-05,0.5830000000000002,6.811239407099873e-05,0.5830000000000002,5.823413760889228e-05,0.5830000000000002,5.08913155799884e-05,0.5830000000000002,4.521258257716047e-05,0.5830000000000002,4.06861659369809e-05,0.5830000000000002,3.699143787009274e-05
0.5840000000000002,0.0002358983847506637,0.5840000000000002,0.0001419860376571946,0.5840000000000002,0.0001045153877344042,0.5840000000000002,8.278675329273227e-05,0.5840000000000002,6.863668844108617e-05,0.5840000000000002,5.867423862522683e-05,0.5840000000000002,5.126980326426085e-05,0.5840000000000002,4.554414783973606e-05,0.5840000000000002,4.098087530231334e-05,0.5840000000000002,3.725647505455427e-05
0.5850000000000002,0.0002377913159903894,0.5850000000000002,0.0001431470835424129,0.5850000000000002,0.0001053517404666088,0.5850000000000002,8.343389865757281e-05,0.5850000000000002,6.916213857196418e-05,0.5850000000000002,5.911526719783076e-05,0.5850000000000002,5.164905440272296e-05,0.5850000000000002,4.587635456760358e-05,0.5850000000000002,4.127613292009055e-05,0.5850000000000002,3.752198759308046e-05
0.5860000000000002,0.0002396877971553116,0.5860000000000002,0.0001443108901792886,0.5860000000000002,0.0001061900462443629,0.5860000000000002,8.408250100653402e-05,0.5860000000000002,6.968872206961352e-05,0.5860000000000002,5.955720549929331e-05,0.5860000000000002,5.202905427377469e-05,0.5860000000000002,4.620919027213579e-05,0.5860000000000002,4.157192797642389e-05,0.5860000000000002,3.778796596998683e-05
0.5870000000000002,0.0002415877121057561,0.5870000000000002,0.000145477391439717,0.5870000000000002,0.0001070302626568378,0.5870000000000002,8.473253070415007e-05,0.5870000000000002,7.02164165602189e-05,0.5870000000000002,6.000003573314693e-05,0.5870000000000002,5.240978819134687e-05,0.5870000000000002,4.654264250182705e-05,0.5870000000000002,4.186824969461951e-05,0.5870000000000002,3.805440070608243e-05
0.5880000000000002,0.0002434909442719859,0.5880000000000002,0.0001466465210043523,0.5880000000000002,0.0001078723472429667,0.5880000000000002,8.538395811810912e-05,0.5880000000000002,7.074519969517407e-05,0.5880000000000002,6.044374013756105e-05,0.5880000000000002,5.279124150775391e-05,0.5880000000000002,4.68766988445695e-05,0.5880000000000002,4.216508733704389e-05,0.5880000000000002,3.832128236022814e-05
0.5890000000000002,0.0002453973766871197,0.5890000000000002,0.0001478182123820126,0.5890000000000002,0.0001087162575026931,0.5890000000000002,8.603675362636958e-05,0.5890000000000002,7.127504915600636e-05,0.5890000000000002,6.088830098897263e-05,0.5890000000000002,5.317339961648533e-05,0.5890000000000002,4.721134692987581e-05,0.5890000000000002,4.246243020693715e-05,0.5890000000000002,3.858860153084954e-05
0.5900000000000002,0.0002473068920201761,0.5900000000000002,0.0001489923989289817,0.5900000000000002,0.0001095619509081209,0.5900000000000002,8.669088762417537e-05,0.5900000000000002,7.180594265921991e-05,0.5900000000000002,6.133370060563802e-05,0.5900000000000002,5.355624795493669e-05,0.5900000000000002,4.754657443104878e-05,0.5900000000000002,4.27602676501862e-05,0.5900000000000002,3.885634885741489e-05
0.5910000000000002,0.0002492193726092289,0.5910000000000002,0.0001501690138682167,0.5910000000000002,0.0001104093849145289,0.5910000000000002,8.734633053097183e-05,0.5910000000000002,7.233785796105189e-05,0.5910000000000002,6.17799213511202e-05,0.5910000000000002,5.393977200708127e-05,0.5910000000000002,4.788236906729859e-05,0.5910000000000002,4.305858905704604e-05,0.5910000000000002,3.912451502186599e-05
0.5920000000000002,0.0002511347004946238,0.5920000000000002,0.0001513479903084296,0.5920000000000002,0.0001112585169712749,0.5920000000000002,8.800305279721598e-05,0.5920000000000002,7.287077286214146e-05,0.5920000000000002,6.22269456377003e-05,0.5920000000000002,5.43239573060783e-05,0.5920000000000002,4.821871860580768e-05,0.5920000000000002,4.33573838638204e-05,0.5920000000000002,3.939309075001399e-05
0.5930000000000002,0.0002530527574522634,0.5930000000000002,0.0001525292612630521,0.5930000000000002,0.0001121093045325617,0.5930000000000002,8.866102491108399e-05,0.5930000000000002,7.340466521211844e-05,0.5930000000000002,6.267475592971782e-05,0.5930000000000002,5.470878943682088e-05,0.5930000000000002,4.855561086374369e-05,0.5930000000000002,4.365664155449061e-05,0.5930000000000002,3.966206681288927e-05
0.5940000000000002,0.0002549734250269223,0.5940000000000002,0.000153712759669058,0.5940000000000002,0.0001129617050680751,0.5940000000000002,8.932021740506391e-05,0.5940000000000002,7.393951291409341e-05,0.5940000000000002,6.312333474683694e-05,0.5940000000000002,5.50942540384228e-05,0.5940000000000002,4.889303371021518e-05,0.5940000000000002,4.395635166230297e-05,0.5940000000000002,3.993143402805442e-05
0.5950000000000002,0.0002568965845655472,0.5950000000000002,0.0001548984184056348,0.5950000000000002,0.0001138156760734774,0.5950000000000002,8.99806008624461e-05,0.5950000000000002,7.447529392906581e-05,0.5950000000000002,6.357266466723822e-05,0.5950000000000002,5.548033680664053e-05,0.5950000000000002,4.923097506818025e-05,0.5950000000000002,4.425650377130749e-05,0.5950000000000002,4.020118326087558e-05
0.5960000000000002,0.0002588221172505527,0.5960000000000002,0.0001560861703127022,0.5960000000000002,0.0001146711750807685,0.5960000000000002,9.064214592369295e-05,0.5960000000000002,7.501198628024124e-05,0.5960000000000002,6.402272833074012e-05,0.5960000000000002,5.586702349623692e-05,0.5960000000000002,4.956942291629609e-05,0.5960000000000002,4.455708751785107e-05,0.5960000000000002,4.04713054257512e-05
0.5970000000000002,0.0002607499041330555,0.5970000000000002,0.0001572759482092577,0.5970000000000002,0.0001155281596684862,0.5970000000000002,9.13048232926991e-05,0.5970000000000002,7.55495680572525e-05,0.5970000000000002,6.447350844184099e-05,0.5970000000000002,5.625429992327825e-05,0.5970000000000002,4.990836529072043e-05,0.5970000000000002,4.485809259202461e-05,0.5970000000000002,4.074179148730361e-05
0.5980000000000002,0.0002626798261660589,0.5980000000000002,0.0001584676849115479,0.5980000000000002,0.0001163865874717683,0.5980000000000002,9.196860374293288e-05,0.5980000000000002,7.608801742029389e-05,0.5980000000000002,6.492498777268772e-05,0.5980000000000002,5.664215196737367e-05,0.5980000000000002,5.024779028685669e-05,0.5980000000000002,4.515950873906562e-05,0.5980000000000002,4.101263246152927e-05
0.5990000000000002,0.0002646117642375195,0.5990000000000002,0.0001596613132510484,0.5990000000000002,0.0001172464161922554,0.5990000000000002,9.263345812346248e-05,0.5990000000000002,7.662731260416076e-05,0.5990000000000002,6.537714916597221e-05,0.5990000000000002,5.703056557384779e-05,0.5990000000000002,5.058768606104793e-05,0.5990000000000002,4.546132576071292e-05,0.5990000000000002,4.128381941690853e-05
0.6000000000000002,0.0002665455992033014,0.6000000000000002,0.0001608567660922516,0.6000000000000002,0.0001181076036078275,0.6000000000000002,9.329935736486015e-05,0.6000000000000002,7.716743192219631e-05,0.6000000000000002,6.582997553774875e-05,0.6000000000000002,5.741952675585335e-05,0.6000000000000002,5.092804083221717e-05,0.6000000000000002,4.576353351651808e-05,0.6000000000000002,4.155534347547696e-05
